customer_id,country,industry,company_size,acquisition_channel,plan_type,contract_type,payment_method,tenure_months,auto_renew,discount_percent,annual_revenue,monthly_charges,login_frequency,weekly_active_days,monthly_active_users,feature_adoption_rate,usage_change_30d,usage_change_90d,support_tickets_30d,support_tickets_90d,open_tickets,avg_resolution_hours,escalation_count,emails_opened,emails_clicked,csat_score,nps_score,sentiment_trend,dominant_support_topic,churn_probability_ground_truth,churned,churn_date,segment_id,segment_name
C00011,USA,Finance,501-1000,Event,Professional,Annual,Credit Card,17,True,0,5675.062416944327,472.92186807869393,30.0,0.5798465387206955,7.780955205254592,0.5378060497612576,17.960868448655873,15.991754895818463,0,3,0,9.647168057309722,0,4,0,4.764741221567812,7.250846138860952,0.0,Account,0.185873602815019,1,2026-09-20,2,New & Growing
C00012,India,Finance,201-500,Direct,Professional,Annual,Invoice,56,True,0,5196.162805935688,433.0135671613073,22.64959499349254,5.123030552699146,8.024620061921585,0.5858383079808386,-7.678624623232025,-9.145458716117282,5,6,0,20.39253224725448,0,1,3,4.288044225563166,7.230441330154294,-0.23835,Performance,0.7194649758479372,1,2026-10-12,0,Support Heavy
C00013,France,Healthcare,501-1000,Referral,Starter,2-Year,Credit Card,16,True,0,1314.4559447846254,109.5379953987188,5.313361861358048,3.369418851583051,4.210381566686356,0.6002127394060958,-0.7695327669528282,7.462713651532736,0,2,0,4.66169007409792,0,4,0,5.0,7.230441330154294,0.0,Account,0.2846496826863526,0,,2,New & Growing
C00014,USA,Manufacturing,201-500,Organic Search,Professional,Annual,PayPal,21,False,0,6343.871940689406,528.6559950574505,30.0,2.7600136087660108,5.739573710163236,0.4633196365863289,-24.182303766882697,-15.06179636648528,5,9,3,36.19355350303688,2,7,0,4.288044225563166,7.230441330154294,-0.3762142857142857,Performance,0.989356224660474,1,2026-09-17,0,Support Heavy
C00015,USA,Manufacturing,1000+,Paid Ads,Enterprise,Month-to-Month,Credit Card,28,True,0,23362.866774074224,1946.905564506185,30.0,0.8839782895159671,64.16076590959216,0.853336505284116,-40.4836483109134,-43.24329379410973,9,9,1,34.004429222631835,0,4,0,4.288044225563166,4.073144008598096,-0.45658333333333334,Performance,0.9655030040013848,1,2026-09-17,0,Support Heavy
C00016,USA,Manufacturing,1000+,Paid Ads,Professional,Annual,PayPal,8,False,0,5806.913612357574,483.9094676964645,24.752961531392412,3.2592074235238533,3.16458190185035,0.7365596845723766,4.779900144221767,-3.92996547909806,0,1,0,7.891845228531992,0,6,0,4.071656637466809,9.387602545579863,0.2612333333333333,Billing,0.1782715463258302,0,,2,New & Growing
C00017,USA,Technology,1000+,Event,Starter,Month-to-Month,Invoice,29,True,0,1033.350472630797,86.11253938589975,2.2854704178477148,4.573447976278063,5.818893527400904,0.4514060105014831,11.248831435381916,10.556018513745482,1,1,0,6.394214426912027,0,2,0,4.325074495575712,7.230441330154294,0.0,Account,0.7240282646394134,1,2026-10-10,2,New & Growing
C00018,UK,Finance,501-1000,Direct,Starter,Annual,PayPal,6,True,0,1327.9053896844111,110.65878247370092,17.44411703276255,3.8872977767865375,4.3556276656756765,0.5053101651406547,-7.6613584309667395,-1.2585206623761085,0,2,0,11.15077669659827,0,4,1,3.897270379789129,7.5268499406803135,0.1858,Account,0.5532869800752866,0,,2,New & Growing
C00019,UK,Manufacturing,1000+,Direct,Professional,Annual,Credit Card,30,True,0,6752.369952882222,562.6974960735184,30.0,3.8282757429996543,6.822485197918216,0.3124884404370146,-5.489572795581712,-8.766313484177896,0,1,0,5.23554903169345,0,3,1,4.288044225563166,8.992400049938766,0.0,Account,0.0108572795551877,0,,2,New & Growing
C00020,USA,Education,501-1000,Paid Ads,Starter,Month-to-Month,Credit Card,2,True,0,1189.4414108297378,99.12011756914482,11.57017832446415,5.151324172193497,6.169458522832042,0.3330513585280308,5.410265629086062,0.2191588266882096,0,0,0,13.895869710103256,0,5,1,4.288044225563166,7.230441330154294,0.0,None,0.1395189366450047,1,2026-10-04,2,New & Growing
C00021,Canada,Technology,501-1000,Organic Search,Professional,Month-to-Month,Invoice,55,True,0,6196.069287711353,516.3391073092795,1.0,5.292601495609475,14.249845024270169,0.4885542961338006,8.426854269738248,17.89861610089905,0,1,0,10.053128858788613,0,6,2,4.832140676312316,4.967553044239577,0.0,Account,0.6194441170406773,1,2026-10-06,1,Low Engagement
C00022,USA,Healthcare,11-50,Paid Ads,Enterprise,Annual,PayPal,58,True,0,21627.116233028977,1802.259686085748,30.0,3.1622096883900435,26.594813191098115,0.6862871537839633,2.5196176575804645,-4.771809879383854,1,2,0,11.16855937186016,0,7,2,4.619485426212031,8.646351995493138,0.4111,Billing,0.3029731301837934,0,,4,High Value Loyal
C00023,USA,Manufacturing,11-50,Paid Ads,Professional,Month-to-Month,Invoice,47,True,0,6051.359204566695,504.2799337138912,30.0,3.88279537015568,10.575419013360593,0.8176259335613394,1.0757228967057246,8.107717724195258,0,2,0,1.0,0,2,0,5.0,7.230441330154294,0.0,Account,0.5954459152092676,0,,1,Low Engagement
C00024,USA,Manufacturing,501-1000,Direct,Starter,Month-to-Month,PayPal,31,True,0,1117.4398131299529,93.11998442749604,12.385057332855723,5.570463425819683,5.432449117904292,0.4433219294460658,18.494129409269163,18.67624382217689,0,2,0,11.757569327567424,0,9,1,4.288044225563166,6.603737120672424,0.0,Account,0.2888284549093096,1,2026-10-10,1,Low Engagement
C00025,UK,Technology,201-500,Referral,Starter,Annual,PayPal,25,True,0,1117.8556628825409,93.15463857354509,3.950078703555656,1.493585188346974,4.5403587368543725,0.6932425959334096,-0.8182769605988041,-1.1474917902274129,0,0,0,16.046561653014006,0,2,0,4.619810005065886,7.230441330154294,0.0,Account,0.4566630351737095,1,2026-09-30,2,New & Growing
C00026,France,Finance,51-200,Organic Search,Enterprise,2-Year,Invoice,23,True,0,23307.367069247717,1942.280589103976,30.0,3.716991928569086,32.105177133988064,0.962452682341882,20.13090858356201,22.330850291411352,0,0,0,15.574734205036089,0,6,2,3.8548590956929343,7.230441330154294,0.0,Account,0.0833953018042254,0,,4,High Value Loyal
C00027,USA,Education,1-10,Direct,Enterprise,Annual,Invoice,43,False,10,20683.53875488209,1723.6282295735075,30.0,1.4668535535977063,13.123104930297956,0.7828765324644741,-35.81105651992111,-36.27464797149192,6,6,2,25.339401855674215,0,4,0,3.504626856428318,2.64686000091138,-0.420025,Performance,0.8875375179937234,1,2026-09-24,4,High Value Loyal
C00028,UK,Healthcare,11-50,Paid Ads,Starter,Annual,PayPal,21,True,0,1184.6080421485765,98.71733684571473,15.646118330920103,2.4394366543471646,2.468121758874826,0.7743228829938585,10.179115568360118,9.81340342198773,1,2,0,3.421145843993692,0,5,0,4.288044225563166,5.811743620462551,0.0,Account,0.2060866626622302,0,,2,New & Growing
C00029,Canada,Manufacturing,501-1000,Referral,Starter,Annual,Invoice,16,True,0,1326.7975596868057,110.5664633072338,2.455183585952033,5.007133174836566,7.205052094719049,0.2479997976176513,-34.22608179283912,-38.59229115562951,4,6,1,1.0,0,8,1,4.288044225563166,7.230441330154294,-0.47990000000000005,Performance,0.7708345541260591,0,,0,Support Heavy
C00030,USA,Finance,1-10,Organic Search,Professional,Month-to-Month,PayPal,4,False,0,4732.81903488855,394.4015862407125,30.0,1.7342569739373368,2.907784779508108,0.4988307934107024,0.7056013020961158,-1.1059733977253745,1,1,0,16.027307184354992,0,2,1,4.264883876889106,7.230441330154294,0.0,Account,0.5399923627535231,1,2026-09-29,2,New & Growing
C00031,Canada,Education,11-50,Event,Starter,Annual,Invoice,43,True,20,908.8061159297418,75.73384299414515,13.94848359922743,4.635666763538852,4.462729028436598,0.752339339373203,-1.342750440030512,2.0722985972557213,1,1,0,1.0,0,7,1,4.288044225563166,7.230441330154294,0.0,None,0.4781658886219549,0,,1,Low Engagement
C00032,USA,Education,51-200,Organic Search,Starter,Annual,Invoice,46,False,20,1020.6490163441592,85.05408469534662,21.211337249090786,2.089063368431854,2.429985042532353,0.7598969412089555,12.284621051544448,6.307728235788595,0,0,0,12.917480912663844,0,7,2,4.288044225563166,5.771713317192144,0.0,Account,0.2863770402097462,0,,1,Low Engagement
C00033,USA,Healthcare,201-500,Organic Search,Starter,2-Year,Invoice,8,True,0,1223.366198970464,101.94718324753866,12.664504212092384,4.6490400549625015,4.617289840740093,0.6574341506099014,-7.899902881191039,-3.5340453070971263,4,4,0,7.681881145802194,0,10,0,4.288044225563166,7.230441330154294,-0.28602,Performance,0.509088950259691,1,2026-10-07,2,New & Growing
C00034,India,Retail,501-1000,Paid Ads,Starter,2-Year,Credit Card,6,True,0,1106.4294565670402,92.20245471392002,3.8037028889092017,5.195004782969856,3.832189248954699,0.7028762045972882,-5.033005422480606,-5.949917442031891,5,7,0,32.9626052397994,0,6,2,2.8441664475330204,4.229301677581391,-0.23835,Billing,0.543646554009774,0,,0,Support Heavy
C00035,India,Education,51-200,Paid Ads,Starter,Month-to-Month,Invoice,53,True,0,1452.6241307176615,121.05201089313846,9.759816115077593,1.6403360227975017,6.864354279401059,0.4639186291492918,-33.265871748821525,-39.25863338416477,4,5,0,89.45737295364464,0,2,0,3.70164249610439,5.676045423485084,-0.24068,Billing,0.8590503772174257,1,2026-10-09,0,Support Heavy
C00036,France,Retail,11-50,Event,Starter,2-Year,Credit Card,55,True,0,1523.5614448390425,126.96345373658689,5.042738469189712,3.9569128849299338,8.474369632850662,0.4756461944708545,11.277904492443366,10.65252009853118,0,2,0,2.37273509000822,0,4,3,4.288044225563166,7.21709081982662,0.0,Account,0.3398364724874086,0,,1,Low Engagement
C00037,USA,Education,501-1000,Event,Starter,2-Year,PayPal,27,True,0,1198.1392673244354,99.84493894370296,11.944523272829128,4.664290909036923,2.751200707269279,1.0,19.75781670395942,21.8610635478138,0,0,0,7.577806386699968,0,6,1,4.584460106117942,8.154419244196692,0.0,Account,0.01,0,,2,New & Growing
C00038,USA,Healthcare,1-10,Event,Professional,Annual,PayPal,51,True,0,5405.135702234968,450.4279751862473,30.0,2.3510682002138443,6.601472683089852,0.6215635277722674,13.715767741957093,9.780224818804587,0,1,0,11.692186816352152,0,4,1,4.164322642622951,7.230441330154294,0.0,Account,0.5364882997680371,1,2026-10-13,1,Low Engagement
C00039,Germany,Technology,1000+,Direct,Professional,Month-to-Month,Invoice,57,False,0,5849.329519996067,487.4441266663389,11.419498693594756,3.853043398180041,7.967238310673932,0.7693094105856335,-1.813921989857484,5.240408713480405,4,5,3,33.27892392052704,3,10,1,3.030450823461316,7.230441330154294,-0.4767,Performance,0.99,1,2026-09-21,3,High Value At Risk
C00040,UK,Healthcare,201-500,Direct,Starter,Annual,Credit Card,36,True,0,1064.7215931581009,88.72679942984173,14.657805770554145,1.206909660940643,4.591741688075635,0.5611386400715772,-1.1008617204503892,3.4433937793577902,0,1,0,13.51717876879737,0,3,2,4.205508657139404,8.115017942930335,0.1468,Account,0.5483853537826265,0,,1,Low Engagement
C00041,USA,Healthcare,11-50,Paid Ads,Enterprise,Month-to-Month,PayPal,36,True,0,24961.55124068485,2080.129270057071,30.0,6.287208422038552,33.71794786096519,0.564285761485239,-23.35346396156689,-20.179223515657192,1,1,3,86.73313258039404,0,2,0,1.5039474707259644,7.230441330154294,-0.4767,Performance,0.99,1,2026-10-04,3,High Value At Risk
C00042,UK,Technology,201-500,Paid Ads,Starter,Annual,Credit Card,24,True,20,1015.2538291956078,84.60448576630064,2.246114271384049,1.88255334901008,2.968356939517382,0.5678625831619809,5.590734932655313,4.357519706296488,1,2,0,19.38309487956924,0,12,1,5.0,6.874367735650593,0.0,Account,0.2045804527421032,1,2026-09-25,2,New & Growing
C00043,USA,Technology,501-1000,Event,Starter,Month-to-Month,Credit Card,6,False,0,1318.238749522067,109.85322912683894,17.993380138196756,2.5672183799461563,4.457489863782369,0.5554217223020644,-43.26124266648201,-39.04216498215166,6,8,0,43.14895615606945,0,4,3,4.288044225563166,7.230441330154294,-0.21334,Billing,0.99,1,2026-10-07,0,Support Heavy
C00044,India,Finance,1000+,Direct,Starter,Annual,PayPal,43,True,10,1123.1375554027377,93.59479628356148,11.16351726026494,2.800408687112336,4.518250937451164,0.2758499482014528,-18.61298211776796,-12.843471424046424,1,1,0,33.152674158503764,0,4,1,4.288044225563166,7.230441330154294,0.0,Billing,0.6184684836356347,0,,1,Low Engagement
C00045,USA,Education,51-200,Referral,Professional,2-Year,Credit Card,33,True,0,6137.255704436604,511.437975369717,24.914357661724,3.12252699847395,8.190524904234124,0.7193202122693023,-8.527157029763995,-11.549152737368754,3,5,0,47.867166493072816,0,3,1,2.770572192013085,7.230441330154294,-0.357525,Performance,0.519204086633173,0,,3,High Value At Risk
C00046,Germany,Finance,201-500,Direct,Starter,Month-to-Month,Credit Card,2,False,0,1079.094199146076,89.92451659550635,14.308534890163225,3.6718787128277848,6.188437604166852,1.0,-26.21105271156556,-26.2536996246608,1,2,0,49.36891270718714,0,6,1,4.288044225563166,7.230441330154294,0.0,Account,0.8607629667221267,1,2026-10-09,2,New & Growing
C00047,USA,Technology,1-10,Paid Ads,Starter,Annual,PayPal,41,False,10,947.9716508816912,78.99763757347428,1.4962390307304698,3.647388448372279,4.51311555486576,0.6419454408978067,23.4920833963645,22.686010448915702,0,3,0,13.20992653085296,0,7,1,4.288044225563166,6.977225544631948,0.0,Account,0.4803628651706435,1,2026-09-24,1,Low Engagement
C00048,UK,Retail,11-50,Direct,Professional,Month-to-Month,Invoice,16,True,0,4787.536121116197,398.96134342634974,17.343142196546474,1.3350628380275014,3.4426771326242003,0.1944344703357463,19.35310487001955,18.332491501185515,0,1,0,16.907797157625645,0,4,1,4.288044225563166,10.0,0.0,None,0.7365749800288385,0,,2,New & Growing
C00049,UK,Retail,1-10,Paid Ads,Professional,Annual,Invoice,38,False,0,6048.530321653899,504.0441934711582,3.5733657550096893,1.126840669557345,4.584770289956925,0.352607730770502,-36.61731959425581,-29.602534804167508,0,1,1,57.7359876253724,0,3,0,4.288044225563166,3.339141081078544,-0.3999166666666667,Performance,0.932089912709842,1,2026-09-30,1,Low Engagement
C00050,USA,Healthcare,201-500,Event,Professional,Annual,Credit Card,55,True,0,6517.960552875116,543.1633794062597,14.766351883934304,5.5474883571034255,9.51528306004303,0.9283192995675532,11.976060076847272,17.944347068678457,1,3,0,4.674328063012011,0,6,2,4.735424615906878,9.3661588214516,0.0,Account,0.3175411838304244,0,,1,Low Engagement
C00051,India,Manufacturing,1000+,Event,Professional,Month-to-Month,Invoice,59,False,0,6691.005472298463,557.5837893582053,30.0,4.736688605436219,17.28841375867715,0.2466411863102963,-58.29449258432324,-53.155610005477165,3,4,1,69.6535425843866,1,14,1,4.288044225563166,3.6300936389650658,-0.40113333333333334,Performance,0.99,1,2026-10-09,0,Support Heavy
C00052,France,Healthcare,51-200,Event,Enterprise,Annual,PayPal,9,True,0,26010.256542263123,2167.521378521927,30.0,1.0464845279500887,30.225881406287144,0.7727302398537195,23.942955322142133,26.9429389820958,0,1,0,7.660997554016289,0,8,1,4.288044225563166,7.230441330154294,0.0,Account,0.01,0,,4,High Value Loyal
C00053,India,Healthcare,51-200,Referral,Starter,Annual,PayPal,51,False,0,1155.9360480795535,96.32800400662946,6.914495858315744,3.5941083846216766,6.932851639650243,0.936662623440832,36.37525566324528,36.62302579044525,1,1,0,11.489119319231207,0,4,0,4.288044225563166,7.230441330154294,0.0,Account,0.0141726819379911,0,,1,Low Engagement
C00054,Australia,Manufacturing,1-10,Referral,Starter,Month-to-Month,PayPal,5,False,0,1423.0982660227553,118.59152216856296,10.123571822115272,4.218892780011158,4.924201203597115,0.7021716445330588,1.2476546780887778,0.4257942310929464,0,0,0,16.38034620808915,0,4,1,3.683487752312435,8.216804236161149,0.3818,Billing,0.6438028527258587,1,2026-10-12,2,New & Growing
C00055,Canada,Education,501-1000,Paid Ads,Enterprise,Annual,Credit Card,53,True,0,21722.89314220772,1810.2410951839763,30.0,6.095074524179594,25.143583116975684,0.1665911866342107,-47.308851956931065,-45.075179834859725,2,2,0,1.0,0,5,1,1.517724900574105,0.6705754359908203,-0.4415833333333334,Performance,0.7485129521578092,1,2026-10-07,3,High Value At Risk
C00056,India,Technology,501-1000,Organic Search,Professional,Annual,PayPal,10,True,0,5402.701246728568,450.2251038940473,23.1091080876448,2.287726097721979,10.9868313397109,0.5439666691736972,6.481939829078002,-1.3297897206264189,0,0,0,10.918058089635934,0,6,1,5.0,8.588844955159441,0.0,None,0.1478353593303696,1,2026-09-26,2,New & Growing
C00057,USA,Retail,1000+,Referral,Professional,Month-to-Month,Credit Card,30,True,0,6460.022767642105,538.3352306368421,13.74631767128106,4.5323770401358825,10.240399325801032,0.7615085648940926,17.473555989430928,21.945702968927318,0,1,0,19.50253990544421,0,8,1,4.860996205238967,9.069392720106364,0.0,Account,0.7434238558478306,1,2026-10-11,2,New & Growing
C00058,USA,Healthcare,51-200,Paid Ads,Starter,2-Year,Credit Card,7,True,10,1231.873894703005,102.65615789191708,9.387217955523685,4.090028311882181,5.387864949156189,0.4001812661003749,4.289855733063618,9.124345503131511,1,2,0,6.721337830025608,0,2,4,5.0,8.209679459039029,0.0,Account,0.246904970873308,0,,2,New & Growing
C00059,USA,Manufacturing,1-10,Direct,Starter,Annual,PayPal,29,True,0,1415.11788838571,117.92649069880916,10.75634699729044,1.9673843083632887,7.177054067219337,0.7232491648769043,12.473685198799894,7.872931885750353,1,1,0,14.520154207311291,0,3,3,4.03364038318181,7.230441330154294,0.0,Account,0.1907951089818615,0,,2,New & Growing
C00060,USA,Finance,1-10,Event,Starter,Month-to-Month,PayPal,2,False,0,1319.65279595504,109.97106632958666,12.128963825635664,2.4832409721731263,5.169480685953807,0.4530011900357185,5.959718932868297,-0.7843640260958775,0,1,0,8.217529570599416,0,4,1,3.4355364845267875,9.883453897494832,0.0,Account,0.4357933937221768,0,,2,New & Growing
C00061,USA,Healthcare,1-10,Event,Starter,Month-to-Month,Credit Card,20,True,20,1030.521617948929,85.87680149574408,11.097186311517596,1.8730514409712715,4.816617444588229,0.8262176005502624,-9.50929352397897,-6.767257822767034,0,1,0,1.0,0,6,1,3.829779508104108,7.230441330154294,0.0,Account,0.1232762007772719,0,,2,New & Growing
C00062,USA,Retail,201-500,Event,Starter,Annual,PayPal,59,True,0,1297.539152682216,108.128262723518,1.809561151615089,3.540937545521321,8.233306543355301,0.6208961868148882,5.4138010946711,-2.2414611532807367,0,1,0,10.411248087153943,0,2,1,4.952353785404935,7.230441330154294,0.1468,Account,0.4362140230741099,1,2026-10-13,1,Low Engagement
C00063,France,Technology,1000+,Paid Ads,Starter,Annual,Invoice,4,True,0,1166.6255694980644,97.21879745817203,3.70020699913682,0.6819126642000577,6.013006558992812,0.6823445300630847,7.7585955351328,9.263134000157464,0,1,0,9.388280332581338,0,1,0,4.032046766896014,7.230441330154294,0.0,Account,0.3501409133320443,0,,2,New & Growing
C00064,USA,Unknown,501-1000,Event,Professional,Annual,Credit Card,28,True,0,5519.23210272062,459.9360085600517,26.23987769866397,2.673026522878173,2.872922940379742,0.5016247227587094,8.400245781743969,4.56014994212811,0,4,0,11.054722575755072,0,7,0,4.288044225563166,7.230441330154294,0.0,Account,0.1894230182980085,0,,2,New & Growing
C00065,USA,Unknown,501-1000,Referral,Starter,Annual,Credit Card,8,True,0,1232.9648235280088,102.74706862733406,8.728607958272091,2.4637839407190434,3.354842377547931,0.3176724229753317,-21.05124239408417,-28.128433606243405,1,2,1,70.93812166165354,2,10,1,4.288044225563166,4.739456968050551,-0.23835,Performance,0.870432358370027,1,2026-10-03,2,New & Growing
C00066,UK,Education,201-500,Direct,Starter,Annual,PayPal,58,True,0,996.5205572016524,83.04337976680436,7.777665354378577,0.0,2.370974299027286,0.0777777218427459,-5.868358204188887,-2.2305683738736235,5,5,0,62.94791802840372,0,5,0,3.529233609407903,7.230441330154294,-0.29768333333333336,Technical,0.718474749048009,1,2026-10-04,0,Support Heavy
C00067,USA,Manufacturing,11-50,Event,Starter,Annual,PayPal,35,False,0,1162.9998324567332,96.91665270472777,8.743457844188777,3.462749391981804,6.067217868317837,0.4550850062864414,-4.679763743484322,2.367353137951042,1,2,0,11.829339602265868,0,1,0,5.0,6.520395984866808,0.0,None,0.5249508423024674,0,,1,Low Engagement
C00068,France,Finance,201-500,Paid Ads,Starter,Annual,Credit Card,2,False,0,1136.313720047306,94.69281000394216,8.73675814562024,4.01611095138371,7.631085398990736,0.509837396505725,20.12762303212092,18.17653701368727,1,4,0,16.38765212966587,0,7,0,4.150519732543605,10.0,0.12726666666666667,Account,0.5217042482234485,0,,2,New & Growing
C00069,USA,Finance,1000+,Direct,Starter,2-Year,Credit Card,41,False,0,1269.9925991587788,105.83271659656492,1.1625183763679807,0.8260789902895818,6.578617323441245,0.756156293365354,1.33694542461319,5.517882842409762,0,0,0,17.813523763059965,0,3,2,4.288044225563166,7.078070157063409,0.0,Account,0.01,0,,1,Low Engagement
C00070,India,Technology,1-10,Event,Starter,2-Year,Credit Card,28,False,10,1103.7741268026814,91.98117723355678,18.64648835029567,3.0039914303145774,4.720271346802487,0.1991311779651426,7.860931530466065,4.050849267248786,0,0,0,7.21996464517888,0,6,1,4.288044225563166,5.518655177817933,0.0,Account,0.4491272371372257,1,2026-10-08,2,New & Growing
C00071,France,Retail,201-500,Organic Search,Starter,Annual,PayPal,11,True,0,1378.3765584869968,114.86471320724974,9.4365665174483,0.935942075445956,8.502671745427538,0.8382400472144313,-13.137631945470172,-8.66362692299343,0,1,2,42.57678945682088,0,6,1,4.288044225563166,7.230441330154294,-0.442525,Performance,0.8536354932363338,1,2026-09-30,2,New & Growing
C00072,USA,Technology,1-10,Event,Professional,Annual,Credit Card,36,False,10,5844.034355687745,487.0028629739788,20.14544895671505,3.1832373874747724,11.193448281819474,0.3751817669180662,-40.86257105879376,-43.281816712745126,2,2,1,68.6837126469848,0,2,0,4.288044225563166,7.230441330154294,-0.357525,Performance,0.8982895107607706,1,2026-09-18,0,Support Heavy
C00073,USA,Healthcare,1000+,Referral,Starter,Month-to-Month,Invoice,9,True,10,1010.9754496380028,84.24795413650023,10.393831693940918,4.753794872224027,6.821976336442591,0.5949934860537052,20.622199012398465,27.78653360783977,0,2,0,5.509178752882543,0,5,1,4.288044225563166,7.230441330154294,0.100475,Account,0.1347710272551005,0,,2,New & Growing
C00074,France,Healthcare,1000+,Direct,Professional,Month-to-Month,Invoice,38,True,0,6403.506797428867,533.6255664524056,29.622329433786668,2.238407892247176,11.580252671372955,0.7925742543380365,8.966386160638436,-2.263876650157325,0,2,0,2.793224488896845,0,6,0,3.592074799947344,7.230441330154294,0.1858,Technical,0.103097190645809,0,,1,Low Engagement
C00075,Germany,Finance,51-200,Referral,Enterprise,Annual,PayPal,1,True,0,19854.56460666183,1654.5470505551525,30.0,2.559080957256412,14.045156034051471,0.4391034071559218,-36.25758930293664,-38.85674962462564,2,4,2,18.42683457719061,0,5,0,3.848028380424851,4.86598950127348,-0.40859999999999996,Performance,0.8612450460281583,1,2026-10-07,4,High Value Loyal
C00076,Germany,Retail,1-10,Organic Search,Professional,Annual,Credit Card,27,True,0,6439.437675333052,536.6198062777543,19.25150916811226,6.170570466939238,8.420374147257554,0.7718535304852695,18.689407086570423,16.885576668023877,1,3,0,10.599678628158308,0,5,1,4.619134702255763,7.742311887084335,0.09545,Account,0.0999058453436071,1,2026-09-30,2,New & Growing
C00077,France,Manufacturing,501-1000,Organic Search,Starter,Month-to-Month,Credit Card,3,True,0,1110.4599676787352,92.5383306398946,5.636842620028493,1.8825673726437135,5.997921944147653,0.4432239005155861,4.71385630750249,-3.134838367071616,0,3,0,17.959958177376766,0,7,1,4.40145894081033,7.230441330154294,0.0,Billing,0.6004140873712731,1,2026-09-23,2,New & Growing
