customer_id,plan_type,contract_type,payment_method,tenure_months,auto_renew,discount_percent,annual_revenue,monthly_charges
C00100,Starter,Month-to-Month,Credit Card,3,True,0,1159.5806024480294,96.63171687066911
C00101,Starter,Month-to-Month,Invoice,49,True,10,1063.4983560616981,88.6248630051415
C00102,Enterprise,2-Year,Credit Card,29,False,0,27588.234514837415,2299.019542903118
C00103,Starter,Month-to-Month,Credit Card,7,True,0,1240.2961898784279,103.35801582320232
C00104,Starter,Month-to-Month,PayPal,26,True,0,1304.43648632437,108.70304052703084
C00105,Starter,Month-to-Month,Credit Card,8,False,0,1283.2660907269212,106.9388408939101
C00106,Enterprise,Month-to-Month,Invoice,43,True,0,25455.32568488157,2121.2771404067976
C00107,Starter,Annual,PayPal,13,True,0,1330.6879176885227,110.89065980737689
C00108,Starter,Annual,PayPal,35,True,0,1299.3075874099081,108.27563228415902
C00109,Professional,2-Year,PayPal,19,False,10,5657.404914623615,471.4504095519679
C00110,Starter,Annual,PayPal,46,True,0,1421.386173764289,118.44884781369075
C00111,Starter,Month-to-Month,PayPal,22,True,20,833.3476255306022,69.44563546088351
C00112,Professional,Annual,PayPal,16,False,10,5552.844447829753,462.7370373191461
C00113,Starter,Annual,PayPal,15,False,10,1023.0165797261861,85.25138164384884
C00114,Enterprise,Annual,Invoice,2,True,10,23586.409097453132,1965.5340914544277
C00115,Professional,Annual,Invoice,38,True,0,5019.474530157482,418.2895441797902
C00116,Professional,Month-to-Month,PayPal,21,True,0,6139.909371070301,511.6591142558584
C00117,Starter,Annual,Credit Card,30,True,0,1257.885163270665,104.82376360588876
C00118,Professional,Annual,PayPal,7,True,0,6733.775098078374,561.1479248398645
C00119,Professional,Annual,PayPal,31,False,0,5746.33069720475,478.8608914337292
C00120,Starter,Month-to-Month,PayPal,41,True,10,1381.3449911763626,115.11208259803021
C00121,Starter,Annual,Credit Card,41,True,0,1129.63510032742,94.13625836061834
C00122,Starter,Month-to-Month,Invoice,49,True,0,1063.4142859024773,88.61785715853978
C00123,Professional,Month-to-Month,Credit Card,55,True,0,6363.475258232066,530.2896048526721
C00124,Enterprise,Month-to-Month,Credit Card,35,False,0,23693.87490054448,1974.4895750453734
C00125,Professional,Month-to-Month,Credit Card,4,False,0,7104.812355635998,592.0676963029998
C00126,Professional,Annual,Credit Card,34,True,0,5046.099966442332,420.50833053686097
C00127,Starter,Month-to-Month,PayPal,1,True,10,1083.8541634830933,90.32118029025777
C00128,Professional,Month-to-Month,Invoice,10,True,0,6490.869546051427,540.9057955042856
C00129,Enterprise,Month-to-Month,Credit Card,30,True,0,22400.136784267135,1866.6780653555945
C00130,Starter,Month-to-Month,Invoice,32,True,0,1032.9131255858995,86.07609379882496
C00131,Starter,Annual,PayPal,3,True,20,1099.0230694546037,91.58525578788364
C00132,Starter,Month-to-Month,PayPal,10,True,0,1099.269288915476,91.60577407628966
C00133,Starter,Month-to-Month,Invoice,9,True,10,1192.7344704750403,99.39453920625336
C00134,Professional,Annual,PayPal,17,True,20,4356.417011580214,363.03475096501785
C00135,Enterprise,Month-to-Month,Invoice,47,True,0,23234.650240819417,1936.2208534016181
C00136,Starter,Month-to-Month,Credit Card,3,True,0,1290.8657015295819,107.57214179413182
C00137,Starter,Annual,PayPal,27,False,0,1242.4698223678583,103.5391518639882
C00138,Starter,Annual,PayPal,53,True,0,1088.2243784540135,90.68536487116779
C00139,Enterprise,Annual,Invoice,35,False,10,22746.06390709032,1895.50532559086
C00140,Starter,Annual,PayPal,4,True,0,939.3225832713603,78.27688193928002
C00141,Starter,2-Year,Credit Card,4,True,20,844.7700479242743,70.39750399368953
C00142,Starter,Month-to-Month,PayPal,49,True,0,1409.4677091323913,117.45564242769927
C00143,Starter,Annual,PayPal,32,True,0,1179.636292296452,98.30302435803766
C00144,Professional,Annual,PayPal,38,False,0,6430.757776850121,535.8964814041768
C00145,Starter,2-Year,Invoice,11,True,0,1282.6731164519356,106.88942637099463
C00146,Professional,Annual,Credit Card,44,True,0,5793.544363177608,482.795363598134
C00147,Professional,Annual,Credit Card,55,True,0,6070.385600952613,505.865466746051
C00148,Starter,Annual,PayPal,39,True,0,1059.2770091808486,88.27308409840406
C00149,Starter,Annual,PayPal,45,True,20,972.4690199677784,81.03908499731487
C00150,Enterprise,Annual,Invoice,6,True,0,22822.833889473615,1901.9028241228013
C00151,Professional,2-Year,Credit Card,55,True,0,7255.0520618355895,604.5876718196324
C00152,Professional,Annual,PayPal,35,False,0,5579.278739958193,464.9398949965161
C00153,Professional,Month-to-Month,Credit Card,53,True,10,5677.203607522813,473.1003006269011
C00154,Enterprise,Month-to-Month,PayPal,46,True,0,23343.498297389808,1945.291524782484
C00155,Starter,Month-to-Month,PayPal,32,True,0,1297.610967878461,108.13424732320509
C00156,Starter,Month-to-Month,Invoice,46,False,20,829.7698404645369,69.14748670537807
C00157,Starter,Month-to-Month,Credit Card,23,False,10,1065.741900422465,88.81182503520542
C00158,Starter,Annual,Credit Card,42,True,0,1271.0882413761237,105.92402011467698
C00159,Starter,Annual,PayPal,37,True,20,982.5871751093687,81.88226459244738
C00160,Enterprise,Month-to-Month,PayPal,26,True,0,25189.810168991833,2099.150847415986
C00161,Enterprise,Annual,Invoice,34,True,10,19808.928867794413,1650.744072316201
C00162,Starter,Month-to-Month,PayPal,38,True,0,1158.4146255231078,96.53455212692565
C00163,Starter,Annual,Credit Card,55,True,0,1197.7370181654949,99.8114181804579
C00164,Starter,Month-to-Month,Invoice,11,False,20,1034.8689146719844,86.23907622266536
C00165,Enterprise,Annual,Credit Card,50,True,0,27352.50356245327,2279.3752968711055
C00166,Starter,2-Year,Invoice,58,True,0,976.9991223174812,81.41659352645677
C00167,Professional,Month-to-Month,Credit Card,56,True,0,5808.274340766153,484.0228617305127
C00168,Enterprise,Annual,PayPal,21,False,0,22418.570576816826,1868.2142147347356
C00169,Starter,Annual,Credit Card,43,True,0,1107.200214918267,92.26668457652225
C00170,Professional,Month-to-Month,Credit Card,24,True,0,6159.985087792056,513.332090649338
C00171,Starter,2-Year,Invoice,15,True,20,963.1264176721718,80.26053480601432
C00172,Professional,Annual,Credit Card,3,True,0,5326.833371078497,443.9027809232081
C00173,Starter,Month-to-Month,PayPal,2,True,10,953.537427954783,79.46145232956525
C00174,Starter,Month-to-Month,Invoice,7,True,0,1255.423466813155,104.6186222344296
C00175,Enterprise,Annual,Invoice,5,True,0,21380.271076886624,1781.6892564072186
C00176,Professional,Annual,Credit Card,53,True,0,5583.133574845888,465.2611312371573
C00177,Starter,Month-to-Month,Invoice,45,True,10,1179.7286892422935,98.31072410352446
C00178,Starter,Annual,PayPal,40,True,0,1220.6846670756838,101.72372225630698
C00179,Starter,Month-to-Month,Credit Card,29,True,0,1385.715460732004,115.47628839433366
C00180,Professional,Annual,PayPal,41,True,0,5935.810797683256,494.650899806938
C00181,Starter,Annual,Credit Card,32,False,20,1174.3597917491977,97.86331597909981
C00182,Professional,Annual,Credit Card,30,False,0,5889.76930282182,490.814108568485
C00183,Starter,Annual,Invoice,8,False,0,1343.736270436765,111.97802253639708
C00184,Starter,Annual,Invoice,32,True,10,989.2895213658364,82.44079344715304
C00185,Professional,Month-to-Month,Invoice,42,True,0,5609.900556643191,467.4917130535992
C00186,Starter,Annual,Credit Card,2,True,20,1122.408021645579,93.53400180379826
C00187,Enterprise,Month-to-Month,Invoice,10,True,20,17865.029111901367,1488.7524259917807
C00188,Professional,Annual,PayPal,43,True,0,5869.584881837714,489.1320734864762
C00189,Starter,Annual,Invoice,55,True,0,1120.6258253079718,93.38548544233099
C00190,Professional,Annual,PayPal,43,True,0,6674.628442307656,556.2190368589713
C00191,Starter,Annual,Invoice,37,True,20,843.9091617303575,70.32576347752979
C00192,Starter,Annual,Credit Card,46,False,0,1356.8998255264225,113.07498546053522
C00193,Starter,2-Year,Invoice,55,True,10,1106.4298315360586,92.20248596133821
C00194,Professional,Month-to-Month,PayPal,3,True,0,6111.8742254959625,509.32285212466354
C00195,Starter,Month-to-Month,PayPal,52,True,0,1193.095315766414,99.42460964720117
C00196,Starter,Annual,Invoice,23,False,0,1350.094240687478,112.50785339062317
C00197,Starter,Annual,PayPal,34,False,0,1173.6918654715735,97.80765545596445
C00198,Starter,Annual,Credit Card,18,True,0,1114.681180633239,92.89009838610325
C00199,Starter,2-Year,Invoice,33,True,0,1262.452299363552,105.20435828029599
C00200,Starter,Annual,PayPal,33,False,0,1189.7493629115445,99.1457802426287
C00201,Starter,2-Year,Invoice,17,True,0,1435.297283043823,119.60810692031858
C00202,Starter,Annual,Invoice,6,False,0,1309.4195964279213,109.11829970232678
C00203,Starter,Month-to-Month,Invoice,13,True,0,1241.6215923819425,103.46846603182854
C00204,Professional,Annual,Invoice,21,True,0,6860.484860651573,571.7070717209644
C00205,Professional,2-Year,Invoice,31,False,0,5129.483545438752,427.456962119896
C00206,Starter,Month-to-Month,Credit Card,58,True,10,1140.5949331930365,95.04957776608637
C00207,Enterprise,2-Year,Invoice,56,True,0,24244.963204302378,2020.4136003585315
C00208,Starter,Annual,Credit Card,21,True,20,940.4754576450025,78.3729548037502
C00209,Starter,Annual,Invoice,33,False,0,1166.285003020826,97.19041691840216
C00210,Professional,Annual,PayPal,28,True,10,6001.15540952076,500.09628412673004
C00211,Professional,Annual,Invoice,56,True,0,4883.054684765546,406.92122373046215
C00212,Enterprise,Annual,Invoice,6,True,0,25134.002726361094,2094.500227196758
C00213,Enterprise,Month-to-Month,PayPal,8,False,0,20566.9502430725,1713.9125202560417
C00214,Starter,2-Year,Credit Card,13,True,0,1170.6476900813752,97.55397417344794
C00215,Enterprise,Annual,Credit Card,34,True,0,23879.26098376851,1989.9384153140425
C00216,Enterprise,2-Year,Credit Card,58,True,0,27879.531924930936,2323.294327077578
C00217,Starter,Annual,Credit Card,40,False,0,1135.9731535793749,94.6644294649479
C00218,Enterprise,Annual,PayPal,22,False,0,24130.44751056879,2010.8706258807324
C00219,Starter,Annual,Credit Card,1,True,10,947.2894161782162,78.94078468151802
C00220,Professional,Annual,Credit Card,13,False,0,6303.493444000239,525.2911203333532
C00221,Starter,Month-to-Month,Credit Card,1,True,0,1040.276619826452,86.68971831887099
C00222,Starter,2-Year,Credit Card,10,True,0,986.6214019149838,82.21845015958199
C00223,Professional,Annual,Credit Card,5,False,0,5094.644756038275,424.55372966985624
C00224,Starter,2-Year,Invoice,55,True,0,1165.9417399426832,97.16181166189027
C00225,Professional,Annual,Invoice,20,True,0,5859.69647075847,488.3080392298725
C00226,Professional,Annual,Credit Card,13,False,0,6680.828867016033,556.7357389180028
C00227,Starter,Annual,PayPal,58,True,0,1382.659122882472,115.22159357353934
C00228,Starter,Annual,PayPal,37,True,0,1379.7685003806773,114.98070836505644
C00229,Professional,Annual,Invoice,10,False,20,5352.349650070747,446.02913750589556
C00230,Professional,Annual,PayPal,3,True,20,5796.2058492183305,483.0171541015275
C00231,Professional,Annual,Invoice,34,True,0,6273.216763842339,522.7680636535282
C00232,Professional,Annual,Credit Card,34,True,0,6281.963339889524,523.4969449907936
C00233,Professional,Annual,Credit Card,30,True,0,7096.217397483377,591.3514497902814
C00234,Starter,Annual,PayPal,37,True,0,1066.2786849726542,88.85655708105452
C00235,Starter,Month-to-Month,PayPal,4,True,0,1312.779550174445,109.39829584787041
C00236,Enterprise,Month-to-Month,PayPal,34,True,0,23886.806797653397,1990.567233137783
C00237,Professional,2-Year,Credit Card,32,False,0,6799.91369129422,566.6594742745184
C00238,Starter,Annual,Credit Card,21,True,10,1207.6331605115906,100.63609670929922
C00239,Starter,Month-to-Month,PayPal,58,True,10,1062.2513312495455,88.52094427079545
C00240,Starter,Annual,PayPal,41,False,20,844.3412560702033,70.3617713391836
C00241,Professional,Month-to-Month,PayPal,24,False,0,6809.721144634721,567.4767620528934
C00242,Starter,Annual,PayPal,9,True,10,1028.9017421608178,85.74181184673482
C00243,Professional,Month-to-Month,Invoice,41,True,0,6072.646560901011,506.05388007508424
C00244,Starter,2-Year,PayPal,24,True,0,1065.7302498574393,88.81085415478661
C00245,Starter,2-Year,PayPal,25,True,10,1041.0548597803422,86.75457164836185
C00246,Enterprise,Annual,Invoice,36,True,20,21151.31819625233,1762.6098496876941
C00247,Starter,Month-to-Month,Invoice,8,True,10,1121.5978054497975,93.46648378748313
C00248,Enterprise,Annual,Invoice,50,True,0,22196.914360984232,1849.7428634153528
C00249,Starter,Annual,Invoice,41,False,0,974.549458683549,81.21245489029575
C00250,Starter,Month-to-Month,PayPal,29,False,0,1282.5829064584061,106.88190887153384
C00251,Starter,Annual,Credit Card,25,True,10,1035.1523543601977,86.26269619668314
C00252,Professional,Annual,Credit Card,59,True,0,6104.922211356754,508.7435176130628
C00253,Professional,Month-to-Month,Credit Card,35,False,0,5917.8788953964,493.1565746163667
C00254,Starter,Month-to-Month,Credit Card,38,False,0,1148.9547638022295,95.74623031685246
C00255,Starter,Annual,Credit Card,28,False,0,1274.3896865971044,106.1991405497587
C00256,Professional,Annual,Credit Card,55,True,20,4383.179625424828,365.26496878540235
C00257,Starter,2-Year,Invoice,19,True,0,1217.9533211773676,101.49611009811396
C00258,Starter,Month-to-Month,Invoice,32,False,0,1249.7655674063749,104.1471306171979
C00259,Starter,Annual,Credit Card,37,True,10,1225.5329366506421,102.12774472088684
C00260,Professional,Annual,PayPal,49,False,0,6031.302714001025,502.60855950008545
C00261,Starter,Month-to-Month,PayPal,59,True,10,951.27688927254,79.273074106045
C00262,Starter,Annual,Credit Card,51,False,10,1152.8786519827886,96.07322099856572
C00263,Starter,Month-to-Month,PayPal,28,True,0,1093.4285672328908,91.11904726940757
C00264,Starter,Month-to-Month,Invoice,56,True,0,1119.588276075541,93.29902300629509
C00265,Professional,Annual,Invoice,35,True,0,5700.07820079628,475.0065167330233
C00266,Professional,Annual,PayPal,8,False,0,5889.137645302168,490.7614704418473
C00267,Starter,2-Year,Credit Card,41,True,0,1355.1364294636878,112.92803578864066
C00268,Starter,Month-to-Month,Invoice,54,True,0,1278.2347106765915,106.51955922304928
C00269,Starter,Annual,PayPal,23,True,0,1067.9983756840247,88.99986464033539
C00270,Professional,Month-to-Month,PayPal,54,False,0,6907.579741010641,575.63164508422
C00271,Starter,Month-to-Month,Invoice,40,True,0,1327.3308749293606,110.61090624411338
C00272,Enterprise,2-Year,Invoice,46,True,0,24999.825222754913,2083.3187685629096
C00273,Starter,Annual,Credit Card,23,True,0,921.9105631471346,76.82588026226121
C00274,Starter,Month-to-Month,PayPal,32,True,0,1098.710302832205,91.55919190268374
C00275,Starter,Annual,Credit Card,10,True,0,1201.0846130135612,100.09038441779677
C00276,Professional,2-Year,Invoice,17,True,10,6293.930149175326,524.4941790979439
C00277,Professional,Month-to-Month,PayPal,35,False,0,6795.281141950375,566.2734284958646
C00278,Starter,Month-to-Month,Invoice,35,True,20,867.318623550872,72.27655196257267
C00279,Starter,Month-to-Month,Invoice,3,True,0,998.3680729062006,83.19733940885006
C00280,Starter,Annual,Invoice,36,False,0,1178.1103540659508,98.17586283882923
C00281,Starter,Month-to-Month,Credit Card,29,False,10,1095.1612926132557,91.26344105110464
C00282,Starter,Month-to-Month,Invoice,49,False,0,1051.0542079353627,87.58785066128023
C00283,Starter,Annual,Credit Card,46,True,0,1095.4911793385936,91.29093161154947
C00284,Professional,Annual,Invoice,27,True,0,7269.6861444465585,605.8071787038799
C00285,Starter,Annual,Invoice,31,True,0,1155.1173129479084,96.25977607899237
C00286,Starter,Annual,PayPal,34,True,0,1163.900867663102,96.99173897192516
C00287,Starter,Annual,Invoice,12,True,0,1539.1567173415485,128.26305977846238
C00288,Starter,2-Year,PayPal,37,False,0,1159.35267431118,96.61272285926499
C00289,Starter,Month-to-Month,PayPal,59,True,10,970.7781610222579,80.89818008518816
C00290,Starter,Month-to-Month,Credit Card,54,True,10,1003.4093022605914,83.61744185504928
C00291,Starter,Annual,PayPal,25,True,0,1234.9899032649498,102.91582527207915
C00292,Enterprise,Annual,PayPal,2,True,10,20574.24406196264,1714.5203384968866
C00293,Starter,Annual,Invoice,30,True,0,1184.3823980743878,98.69853317286565
C00294,Starter,Month-to-Month,Invoice,44,True,0,1194.8452134266272,99.57043445221893
C00295,Professional,Annual,Credit Card,9,True,10,7099.847700115242,591.6539750096035
C00296,Starter,Annual,PayPal,23,True,0,1285.517483670988,107.12645697258233
C00297,Enterprise,Annual,PayPal,9,False,0,21717.467365224646,1809.7889471020537
C00298,Starter,Annual,Credit Card,20,True,0,1179.0954274827438,98.25795229022866
C00299,Professional,Month-to-Month,Invoice,55,False,0,6481.820558216376,540.151713184698
C00300,Professional,Annual,PayPal,1,True,0,6649.711772506098,554.1426477088415
C00301,Enterprise,Month-to-Month,Credit Card,56,False,10,18134.467955183994,1511.2056629319995
C00302,Professional,Annual,Invoice,39,True,0,5149.733055760353,429.1444213133627
C00303,Starter,Annual,Credit Card,23,False,0,1256.3959475308345,104.6996622942362
C00304,Professional,Annual,Credit Card,18,True,0,5617.35525199369,468.11293766614085
C00305,Starter,Annual,PayPal,42,True,10,995.953377745451,82.99611481212092
C00306,Professional,Month-to-Month,Invoice,32,True,0,6112.247409921399,509.3539508267832
C00307,Starter,Month-to-Month,PayPal,47,True,0,1294.891385126048,107.90761542717065
C00308,Professional,Month-to-Month,PayPal,9,True,10,5270.977918136944,439.2481598447453
C00309,Professional,Annual,Invoice,11,False,0,4834.167655147993,402.8473045956661
C00310,Enterprise,Annual,Invoice,56,True,0,22731.42316231699,1894.285263526416
C00311,Starter,Month-to-Month,Invoice,1,True,0,1060.7513676503727,88.39594730419772
C00312,Professional,Annual,PayPal,11,True,0,6337.034914526836,528.0862428772363
C00313,Starter,Month-to-Month,Invoice,33,True,0,1446.0596388751521,120.50496990626267
C00314,Starter,Annual,Invoice,30,True,0,1234.5502620960026,102.87918850800021
C00315,Professional,Annual,Invoice,5,True,0,6264.6080713199635,522.0506726099969
C00316,Professional,Annual,Credit Card,50,False,20,5190.240391925595,432.52003266046626
C00317,Professional,Month-to-Month,Invoice,1,True,0,6808.827746288677,567.4023121907231
C00318,Professional,2-Year,PayPal,10,False,0,5650.88684566458,470.90723713871495
C00319,Starter,Month-to-Month,Credit Card,13,True,10,1074.2827218315858,89.52356015263216
C00320,Professional,Month-to-Month,PayPal,27,False,0,6569.078362273879,547.4231968561566
C00321,Starter,Annual,Credit Card,8,True,0,1086.9962848698867,90.58302373915723
C00322,Starter,Annual,Invoice,28,False,0,1018.9158906742346,84.90965755618622
C00323,Starter,Month-to-Month,Credit Card,45,True,0,1144.1923885543893,95.34936571286578
C00324,Professional,Annual,PayPal,52,True,0,6753.835445403502,562.8196204502918
C00325,Professional,Annual,Credit Card,2,True,0,6084.302923377139,507.0252436147616
C00326,Starter,Annual,Invoice,53,True,10,1029.6444510241836,85.8037042520153
C00327,Professional,Annual,Invoice,12,True,0,6609.4409010152995,550.7867417512749
C00328,Starter,Month-to-Month,PayPal,27,True,0,1266.4176621439553,105.53480517866295
C00329,Professional,Month-to-Month,Credit Card,13,True,0,5533.82805896957,461.1523382474641
C00330,Professional,Annual,PayPal,22,False,10,5297.491541433615,441.4576284528012
C00331,Starter,Month-to-Month,PayPal,40,False,0,1077.1023690341947,89.75853075284955
C00332,Enterprise,Annual,PayPal,15,True,10,21909.713185623546,1825.8094321352955
C00333,Starter,Month-to-Month,Invoice,31,True,0,1276.360395159828,106.363366263319
C00334,Professional,Annual,Credit Card,7,True,0,4525.1841683002185,377.0986806916849
C00335,Starter,Annual,Invoice,39,False,0,1077.579109165753,89.79825909714607
