customer_id,churn_probability_ground_truth,churned,churn_date
C00083,0.3066718764438576,0,
C00084,0.4121410776433252,0,
C00085,0.01,0,
C00086,0.09561277372189855,1,2026-09-22
C00087,0.1361723032091665,0,
C00088,0.09057503078850043,0,
C00089,0.8709967702164126,0,
C00090,0.3501662835127005,1,2026-10-08
C00091,0.758935824585478,0,
C00092,0.4082227592537587,1,2026-10-07
C00093,0.042591969484754744,0,
C00094,0.7456537711305511,0,
C00095,0.01,0,
C00096,0.4527822218009774,0,
C00097,0.039112017221539536,0,
C00098,0.6708169732531327,0,
C00099,0.8927039025138329,1,2026-10-05
C00100,0.99,1,2026-10-08
C00101,0.5777763513504874,1,2026-09-28
C00102,0.33270372149205246,0,
C00103,0.08827904682605187,1,2026-10-15
C00104,0.8198761428789026,1,2026-09-27
C00105,0.99,1,2026-10-11
C00106,0.4882341238205753,0,
C00107,0.6936920969109724,0,
C00108,0.6974564902529456,1,2026-10-10
C00109,0.5857008567790105,0,
C00110,0.6586809663987906,1,2026-09-21
C00111,0.2650967366735957,0,
C00112,0.751424870163106,0,
C00113,0.1443953811426587,0,
C00114,0.612503036424561,1,2026-09-25
C00115,0.01,0,
C00116,0.9688250381679132,1,2026-09-26
C00117,0.727388811793592,0,
C00118,0.5829634607290247,0,
C00119,0.09446777906975468,0,
C00120,0.8749885515593165,0,
C00121,0.7751738143940646,1,2026-09-18
C00122,0.7379878035234845,1,2026-09-28
C00123,0.99,1,2026-10-01
C00124,0.24287936845728872,1,2026-09-23
C00125,0.8586495819268755,1,2026-09-23
C00126,0.42479603465092164,1,2026-10-12
C00127,0.1956061288107682,0,
C00128,0.7084141132768267,1,2026-09-22
C00129,0.849528225126761,1,2026-09-20
C00130,0.2147482411411867,0,
C00131,0.6934907105441765,0,
C00132,0.14297062266970545,0,
C00133,0.6414001110406539,1,2026-10-13
C00134,0.6984701094378825,1,2026-09-26
C00135,0.19595683414299156,0,
C00136,0.6215190947145378,1,2026-09-22
C00137,0.4248782139325751,0,
C00138,0.5072753871796142,0,
C00139,0.42422170040996476,1,2026-10-04
C00140,0.1509118689221046,0,
C00141,0.01,0,
C00142,0.9147001870307226,1,2026-09-19
C00143,0.05645431795312236,0,
C00144,0.12311425121332797,0,
C00145,0.01,0,
C00146,0.01,0,
C00147,0.01,0,
C00148,0.06040583596478874,0,
C00149,0.09272743490335053,0,
C00150,0.1697240602612736,0,
C00151,0.01,0,
C00152,0.09415585392028991,0,
C00153,0.5914767257001557,1,2026-09-22
C00154,0.7686864427149058,1,2026-10-04
C00155,0.6801871773665716,1,2026-09-28
C00156,0.7067063689611975,1,2026-10-04
C00157,0.5905637721449968,0,
C00158,0.5339802481057929,0,
C00159,0.8018667707279968,1,2026-10-14
C00160,0.6774184214806878,1,2026-09-27
C00161,0.01,0,
C00162,0.6204188883132233,1,2026-09-24
C00163,0.42421445807162395,1,2026-10-05
C00164,0.60202324751568,0,
C00165,0.4687953100031541,0,
C00166,0.37261766280543396,1,2026-10-13
C00167,0.08726009309778499,0,
C00168,0.4802008939925013,0,
C00169,0.7172280331031875,0,
C00170,0.5807772030827503,1,2026-09-27
C00171,0.01,0,
C00172,0.6750699910960956,1,2026-10-12
C00173,0.99,1,2026-09-18
C00174,0.9018439579993275,1,2026-09-26
C00175,0.2625687995640844,0,
C00176,0.43482383868545005,0,
C00177,0.6413121563637304,0,
C00178,0.6157985863286739,1,2026-09-18
C00179,0.716068791706841,0,
C00180,0.09907146656826912,0,
C00181,0.843038389764221,1,2026-09-18
C00182,0.8491823932278791,1,2026-10-10
C00183,0.4043515735784632,1,2026-09-17
C00184,0.030914699209292767,0,
C00185,0.6585667462586574,1,2026-10-08
C00186,0.2572599279370106,0,
C00187,0.7913906287144535,1,2026-09-29
C00188,0.21565710510908218,0,
C00189,0.16299927582891224,0,
C00190,0.7677103715760776,0,
C00191,0.5158205355576582,0,
C00192,0.08599164334891518,0,
C00193,0.389362847248763,0,
C00194,0.8027335514013053,0,
C00195,0.2852036134333069,0,
C00196,0.967656347628024,1,2026-10-07
C00197,0.37285824655741817,0,
C00198,0.8405738497374001,1,2026-09-24
C00199,0.01,0,
C00200,0.6091959811824065,0,
C00201,0.21756986563646255,1,2026-10-06
C00202,0.99,1,2026-10-01
C00203,0.4583556093405945,0,
C00204,0.07929066347870692,0,
C00205,0.6332088631001624,1,2026-09-19
C00206,0.09204416186379,0,
C00207,0.5849560288420036,0,
C00208,0.010589493418451473,0,
C00209,0.5720124379700259,0,
C00210,0.6134153177216463,0,
C00211,0.23632334059448654,1,2026-10-09
C00212,0.7447414399072858,1,2026-09-23
C00213,0.7437049693956651,1,2026-09-23
C00214,0.09515589037219033,0,
C00215,0.22536353012290541,0,
C00216,0.01,0,
C00217,0.6403635609608673,1,2026-09-18
C00218,0.36404294633312684,0,
C00219,0.2205605485389965,1,2026-09-27
C00220,0.9499479823858038,1,2026-10-03
C00221,0.3227975890242043,0,
C00222,0.5765651106968744,0,
C00223,0.9748960221025991,1,2026-09-24
C00224,0.5227399488268741,0,
C00225,0.01,0,
C00226,0.8686239900391372,1,2026-09-30
C00227,0.11341533721810512,0,
C00228,0.2532776258508198,0,
C00229,0.99,1,2026-09-26
C00230,0.3049778594456094,0,
C00231,0.5548348906748201,1,2026-09-21
C00232,0.21071918713121449,1,2026-10-10
C00233,0.2694286686683304,0,
C00234,0.4976253284562725,1,2026-10-02
C00235,0.99,1,2026-09-30
C00236,0.3324555647977562,0,
C00237,0.0473660070431437,0,
C00238,0.01,0,
C00239,0.2521088033119766,0,
C00240,0.2624125548696107,1,2026-10-09
C00241,0.2128757569783529,0,
C00242,0.4636087787025711,1,2026-10-04
C00243,0.17676436057506825,0,
C00244,0.2110763989919864,0,
C00245,0.01,0,
C00246,0.8357255016134927,1,2026-10-07
C00247,0.35709756170129947,1,2026-10-11
C00248,0.01,0,
C00249,0.8361543253914008,0,
C00250,0.5520363771903328,0,
C00251,0.7201209154888203,0,
C00252,0.2124895831368173,0,
C00253,0.6500377757737882,1,2026-10-15
C00254,0.5953573021401242,1,2026-10-10
C00255,0.5579063506309532,0,
C00256,0.30165118535141067,0,
C00257,0.19680215062624198,1,2026-09-21
C00258,0.8293275175924675,1,2026-09-30
C00259,0.31468277829469093,0,
C00260,0.684404746420473,1,2026-09-18
C00261,0.7643019192182636,0,
C00262,0.7489267656439594,1,2026-10-09
C00263,0.5209368360406006,1,2026-09-28
C00264,0.053790080438445964,0,
C00265,0.653511072664483,0,
C00266,0.9090851179232865,1,2026-10-12
C00267,0.3526178754545597,0,
C00268,0.5745470241127357,1,2026-10-07
C00269,0.4595913257775841,1,2026-09-22
C00270,0.7908117587256512,1,2026-10-01
C00271,0.99,1,2026-09-30
C00272,0.01,0,
C00273,0.01,0,
C00274,0.99,1,2026-09-22
C00275,0.34047463783905674,0,
C00276,0.31235369331953466,0,
C00277,0.903440944819338,1,2026-10-10
C00278,0.7920962301667163,1,2026-09-25
C00279,0.6971941931347221,0,
C00280,0.47189153801389183,1,2026-10-15
C00281,0.7260782509111123,1,2026-10-08
C00282,0.8796460163159877,0,
C00283,0.7508145164357192,1,2026-09-25
C00284,0.027304047050166175,0,
C00285,0.17795860462031585,0,
C00286,0.29759475910666455,0,
C00287,0.565498262669918,0,
C00288,0.19567141468796495,0,
C00289,0.28888504745049637,1,2026-09-29
C00290,0.08314297977827273,0,
C00291,0.7425079412233755,0,
C00292,0.31893376292112163,1,2026-10-15
C00293,0.22922899891564283,0,
C00294,0.5808262211269706,1,2026-10-04
C00295,0.022919786692922134,0,
C00296,0.2973583580971565,1,2026-10-09
C00297,0.75178573799957,1,2026-10-12
C00298,0.6361174491492485,0,
C00299,0.9218963632997901,1,2026-09-21
C00300,0.36741709210222906,1,2026-09-24
C00301,0.5189137242375476,0,
C00302,0.731440498555537,0,
C00303,0.17329103788778633,1,2026-10-05
C00304,0.6251377801454165,0,
C00305,0.7879472934965286,1,2026-09-25
C00306,0.33615227829411365,0,
C00307,0.24779542221686554,0,
C00308,0.5625246047037462,0,
C00309,0.21639068191539768,0,
C00310,0.7707685182029015,1,2026-10-10
C00311,0.29441690100751927,1,2026-09-27
C00312,0.21396592146376722,0,
C00313,0.9384195415912141,1,2026-10-08
C00314,0.1056216199692914,0,
C00315,0.7847840258666641,0,
C00316,0.20980295939683946,0,
C00317,0.9618056614440212,1,2026-10-12
C00318,0.11764190309614769,1,2026-09-25
C00319,0.29623459146816566,0,
C00320,0.627189771013983,1,2026-10-06
C00321,0.2692235033229837,1,2026-09-18
C00322,0.2017496870382438,1,2026-10-10
C00323,0.3883537980893472,0,
C00324,0.6132293432218552,0,
C00325,0.731900638090606,1,2026-10-15
C00326,0.7207618315441728,1,2026-10-14
C00327,0.6568172484004919,1,2026-09-28
C00328,0.05543515248519143,0,
C00329,0.47660394712207477,0,
C00330,0.16897217763132544,0,
C00331,0.22347582588372925,0,
C00332,0.6358820482340662,0,
C00333,0.8434798704255391,1,2026-10-13
C00334,0.7146166468247502,1,2026-10-07
C00335,0.8903107953631122,1,2026-09-23
C00336,0.5900481909412298,1,2026-10-11
C00337,0.99,1,2026-09-18
C00338,0.6337226403118411,0,
C00339,0.99,1,2026-09-19
C00340,0.11294076490298144,0,
C00341,0.04892350059542813,1,2026-10-02
C00342,0.5903494445741644,0,
C00343,0.12413477192173794,0,
C00344,0.01,0,
C00345,0.01,0,
C00346,0.8375368648371563,1,2026-10-06
C00347,0.927458005346795,1,2026-10-12
C00348,0.3834673224405343,0,
C00349,0.8747558404792268,1,2026-10-03
C00350,0.8095504663298836,1,2026-09-30
C00351,0.12610771662955986,0,
C00352,0.7361149989869856,1,2026-10-01
C00353,0.9817934146013452,1,2026-09-28
C00354,0.99,1,2026-10-10
C00355,0.41335908278964706,0,
C00356,0.4563229351621889,0,
C00357,0.7192541482490389,1,2026-10-04
C00358,0.5991651967315708,1,2026-10-06
C00359,0.21344251533081413,1,2026-09-22
C00360,0.37783255838381147,1,2026-09-26
C00361,0.8118129773737526,1,2026-09-18
C00362,0.2031588841393037,0,
C00363,0.8487162074067506,0,
C00364,0.6099287614675898,1,2026-09-18
C00365,0.17074635496133891,0,
C00366,0.4480305718317844,1,2026-09-23
C00367,0.8354506645712664,1,2026-09-27
C00368,0.8991757878149635,1,2026-09-26
C00369,0.9378106555662223,1,2026-09-25
C00370,0.41626518977236615,0,
C00371,0.21313993085084493,0,
C00372,0.29125591261684725,1,2026-09-25
C00373,0.8221042901500023,1,2026-10-09
C00374,0.01,0,
C00375,0.013776253265509658,0,
C00376,0.47429411575807845,0,
C00377,0.1371961474432654,0,
C00378,0.99,1,2026-09-24
C00379,0.14215290059722302,0,
C00380,0.2236863625487819,0,
C00381,0.8651104275461832,1,2026-10-12
C00382,0.5124275936363641,0,
C00383,0.7116144412331372,0,
C00384,0.6412010385838265,0,
C00385,0.0899830105557356,0,
C00386,0.99,1,2026-10-10
C00387,0.01,0,
C00388,0.2318375268026592,1,2026-09-25
C00389,0.388953577572419,0,
C00390,0.7523562326336654,1,2026-09-24
C00391,0.13148325165839678,1,2026-10-14
C00392,0.049861237129968705,0,
C00393,0.05741284650090861,0,
C00394,0.15657702010113247,0,
C00395,0.18527385555252038,0,
C00396,0.4224331104816309,0,
C00397,0.323073084049458,0,
C00398,0.24431433768409647,1,2026-10-08
C00399,0.3444871308094971,0,
C00400,0.792539208250641,0,
C00401,0.27739952687216096,1,2026-10-13
C00402,0.5250637739201018,0,
C00403,0.8653551925112323,1,2026-09-18
C00404,0.99,0,
C00405,0.6073061700965334,0,
C00406,0.48232036728374694,1,2026-10-08
C00407,0.5315331291787108,0,
C00408,0.5362956605546834,1,2026-10-03
C00409,0.16475664254342715,1,2026-10-09
C00410,0.3594471820740579,1,2026-10-07
C00411,0.8791003059199608,1,2026-09-28
C00412,0.79042864632462,1,2026-10-05
C00413,0.18343225890538004,0,
C00414,0.99,1,2026-09-28
C00415,0.43858165308663843,0,
C00416,0.09012137643236265,0,
C00417,0.516599492032068,1,2026-09-20
C00418,0.6189737163953162,1,2026-09-25
C00419,0.29043657146925206,0,
C00420,0.6170803246619584,1,2026-09-26
C00421,0.2325130256104649,0,
C00422,0.7377804506899652,1,2026-10-04
C00423,0.17250286644162846,1,2026-10-04
C00424,0.8002511299527337,1,2026-09-19
C00425,0.06116702531299398,0,
C00426,0.20598199140890358,0,
C00427,0.23333178737136703,0,
C00428,0.8904121754603996,1,2026-10-07
C00429,0.4898219847365176,0,
C00430,0.9275541923222566,1,2026-09-20
C00431,0.45537798382947936,0,
C00432,0.99,1,2026-10-11
C00433,0.0773813512461817,0,
C00434,0.3048741293313153,1,2026-09-18
C00435,0.7973820672427258,1,2026-09-22
C00436,0.6285561427135359,0,
C00437,0.99,1,2026-10-11
C00438,0.6007079813871989,1,2026-10-10
C00439,0.8764385489766092,0,
C00440,0.07579712436995376,0,
C00441,0.3120638943503272,1,2026-09-25
C00442,0.5940685773895937,0,
C00443,0.9016177118347076,1,2026-10-07
C00444,0.47655939206864084,1,2026-09-30
C00445,0.5274589377341816,0,
C00446,0.2958116019202941,0,
C00447,0.7057203891170976,0,
C00448,0.35028758624801337,0,
C00449,0.6437694780399555,0,
C00450,0.5778901883382669,1,2026-09-18
C00451,0.5532418251759872,1,2026-09-23
C00452,0.7051280566077801,0,
C00453,0.17847660802454965,0,
C00454,0.7414999885565322,1,2026-10-07
C00455,0.3479652295722554,1,2026-09-27
C00456,0.6930225695748532,1,2026-09-25
C00457,0.30505949158535217,0,
C00458,0.0879064670961622,0,
C00459,0.2894894730848725,0,
C00460,0.6973669529903753,1,2026-09-18
C00461,0.7535180352854723,1,2026-10-05
C00462,0.40103120186597196,1,2026-10-07
C00463,0.9378687244109507,1,2026-09-19
C00464,0.3087761858508744,0,
C00465,0.25075272829334194,0,
C00466,0.2947189109541205,0,
C00467,0.01,0,
C00468,0.4999024038514832,1,2026-09-30
C00469,0.01,0,
C00470,0.5126349578887536,1,2026-09-26
C00471,0.99,1,2026-09-24
C00472,0.37611665269472727,0,
C00473,0.18058097827158573,0,
C00474,0.25344062096656506,0,
C00475,0.1662955759483966,0,
C00476,0.372328858510676,0,
C00477,0.6179884795511597,1,2026-10-03
C00478,0.491793114394393,0,
C00479,0.12018779267561838,0,
C00480,0.2989203742316824,0,
C00481,0.5686826843865062,1,2026-09-26
C00482,0.6604620385099504,1,2026-09-25
C00483,0.21976936004243638,0,
C00484,0.27135692001523937,1,2026-10-01
C00485,0.5304669993217748,1,2026-10-02
C00486,0.4138121707376775,0,
C00487,0.7567465911944677,0,
C00488,0.21100302038731777,0,
C00489,0.8209428760912498,1,2026-10-09
C00490,0.31203350741750946,0,
C00491,0.7347712444967796,1,2026-10-09
C00492,0.3336337083146864,1,2026-10-05
C00493,0.15109095759958877,0,
C00494,0.5167646045671427,0,
C00495,0.4067989598960614,0,
C00496,0.5359801885462422,0,
C00497,0.5925194274537886,0,
C00498,0.37243721745505676,0,
C00499,0.720167561752145,0,
C00500,0.2808437309385098,0,
C00501,0.6149714836366611,0,
C00502,0.5798137142806981,1,2026-10-12
C00503,0.3864726400357913,1,2026-10-09
C00504,0.027650399967924816,0,
C00505,0.3282644794966234,0,
C00506,0.19529657861958202,0,
C00507,0.13381265390993488,0,
C00508,0.9541797265204024,1,2026-09-26
C00509,0.9656415578490433,1,2026-09-24
C00510,0.5461332138392505,0,
C00511,0.25567258324022335,0,
C00512,0.8111383650729892,0,
C00513,0.649406532856174,0,
C00514,0.03877183895403713,0,
C00515,0.3907115217364936,0,
C00516,0.6549446231076604,1,2026-10-05
C00517,0.06647336406342763,0,
C00518,0.09983103115572461,0,
C00519,0.5135239584851806,1,2026-10-11
C00520,0.05195171333762766,0,
C00521,0.01,0,
C00522,0.21513766381193986,1,2026-10-05
C00523,0.99,1,2026-10-10
C00524,0.7662835270127075,1,2026-09-24
C00525,0.15042600423728672,0,
C00526,0.379205667473663,0,
C00527,0.386024549105935,0,
C00528,0.3743865363248128,0,
C00529,0.01,0,
C00530,0.6387313750670096,0,
C00531,0.10774982564429975,0,
C00532,0.5360931324480291,0,
C00533,0.99,1,2026-09-19
C00534,0.26737970002803346,1,2026-10-13
C00535,0.6066279124720684,1,2026-10-03
C00536,0.04632792555107412,0,
C00537,0.99,1,2026-10-02
C00538,0.38208638032214914,1,2026-09-18
C00539,0.9689896188867366,1,2026-09-28
C00540,0.6682239646072395,1,2026-09-18
C00541,0.01,0,
C00542,0.9763645136096023,1,2026-10-01
C00543,0.626670184829193,1,2026-09-25
C00544,0.6259370506078472,0,
C00545,0.32911189299692756,1,2026-09-23
C00546,0.08459390940853634,0,
C00547,0.43006956964695875,1,2026-10-13
C00548,0.41605770881121806,1,2026-10-12
C00549,0.99,1,2026-10-12
C00550,0.0787985419677571,0,
C00551,0.4300914848769988,0,
C00552,0.8865648885727306,1,2026-10-14
C00553,0.07760637138298326,0,
C00554,0.18230267626484573,0,
C00555,0.10152255663438808,0,
C00556,0.49500376981154326,0,
C00557,0.36673607439173217,0,
C00558,0.99,1,2026-09-29
C00559,0.6662936059356734,1,2026-10-03
C00560,0.26180200469050907,0,
C00561,0.8172397653455634,0,
C00562,0.27357540607091635,0,
C00563,0.4622422595228076,0,
C00564,0.542782634958325,0,
C00565,0.2321142343109361,0,
C00566,0.8320597863739561,1,2026-10-14
C00567,0.7502347322619081,1,2026-10-15
C00568,0.9381058496798794,1,2026-09-27
C00569,0.8825373869016238,1,2026-09-23
C00570,0.5296539622981299,0,
C00571,0.5036598420860968,0,
C00572,0.6275597355853479,1,2026-10-02
C00573,0.9771230488029521,1,2026-10-10
C00574,0.29722358410768746,0,
C00575,0.013817170990364613,0,
C00576,0.23594757126722452,0,
C00577,0.01,0,
C00578,0.4869523113285582,1,2026-10-09
C00579,0.07741020374939178,0,
C00580,0.1201977371397733,0,
C00581,0.01,0,
C00582,0.5367527782580385,1,2026-09-29
C00583,0.26677707208630164,0,
C00584,0.5210072981786155,1,2026-09-24
C00585,0.01,0,
C00586,0.5168706660150371,1,2026-09-20
C00587,0.01,0,
C00588,0.01,0,
C00589,0.36001955065575175,0,
C00590,0.874417476462594,1,2026-09-28
C00591,0.838521402927364,1,2026-09-18
C00592,0.99,1,2026-09-30
C00593,0.6101952643851598,0,
C00594,0.21244142302970045,0,
C00595,0.9709067318565966,1,2026-10-04
C00596,0.43176807826785124,1,2026-10-04
C00597,0.01,0,
C00598,0.8701086138117491,1,2026-10-03
C00599,0.31921054096658263,0,
C00600,0.7679124285673626,0,
C00601,0.01,0,
C00602,0.01,0,
C00603,0.633563553295816,1,2026-10-09
C00604,0.11789802647982622,0,
C00605,0.9386308956869861,0,
C00606,0.5498690612685639,1,2026-10-07
C00607,0.4781853120201699,1,2026-10-13
C00608,0.49752041439670347,0,
C00609,0.7155267352531023,1,2026-09-30
C00610,0.8053991886279119,1,2026-09-22
C00611,0.2956759544878781,0,
C00612,0.9488002207361929,1,2026-10-14
C00613,0.8417847300469746,1,2026-09-30
C00614,0.34571525122601743,0,
C00615,0.7112387997391094,0,
C00616,0.4126805110023418,0,
C00617,0.8881380641373822,1,2026-09-19
C00618,0.3247542682438884,0,
C00619,0.5611975415702605,1,2026-09-28
C00620,0.3853797782522461,0,
C00621,0.9011017523966907,1,2026-09-19
C00622,0.6317335031470912,0,
C00623,0.38094511188940194,1,2026-09-30
C00624,0.5926816102729305,1,2026-10-05
C00625,0.25234527112655736,1,2026-10-03
C00626,0.6653548721730844,1,2026-09-23
C00627,0.758436066815243,1,2026-10-06
C00628,0.7006063044549035,1,2026-10-07
C00629,0.10750663151092216,1,2026-09-27
C00630,0.8761192135636356,1,2026-09-29
C00631,0.6997412629125185,1,2026-09-28
C00632,0.32346647608386725,0,
C00633,0.01,0,
C00634,0.9880964097028249,1,2026-10-07
C00635,0.29901739344277245,0,
C00636,0.01,0,
C00637,0.5411238011176798,1,2026-10-14
C00638,0.4475404802809516,0,
C00639,0.99,1,2026-09-23
C00640,0.5426609451742822,1,2026-09-23
C00641,0.5346676654906025,1,2026-09-30
C00642,0.6945997077222845,0,
C00643,0.2909115646636563,1,2026-10-15
C00644,0.19651834837675164,0,
C00645,0.9183987019292634,1,2026-09-21
C00646,0.9101086379505067,1,2026-10-01
C00647,0.01,0,
C00648,0.7599000609130977,1,2026-10-05
C00649,0.4878631958174807,1,2026-10-12
C00650,0.28913347787944776,0,
C00651,0.08918033716547596,0,
C00652,0.10552276985761141,0,
C00653,0.3828698009184601,1,2026-09-29
C00654,0.01,0,
C00655,0.2387900649536656,0,
C00656,0.7368404424021281,1,2026-09-26
C00657,0.6868608162329464,1,2026-10-02
C00658,0.8198389172392538,1,2026-10-08
C00659,0.01,0,
C00660,0.09303016652794244,0,
C00661,0.36858987123909437,0,
C00662,0.4927847351071537,0,
C00663,0.6767330799537848,1,2026-09-19
C00664,0.5388267592294684,1,2026-09-28
C00665,0.9811803099044244,1,2026-10-14
C00666,0.11120639096181201,1,2026-09-18
C00667,0.26367636529313043,1,2026-10-06
C00668,0.4052406014353258,0,
C00669,0.01,0,
C00670,0.7330158814917501,0,
C00671,0.19020244472908296,0,
C00672,0.7127251285519717,1,2026-10-03
C00673,0.03744316076552279,0,
C00674,0.5734720559435075,0,
C00675,0.11502697157865122,0,
C00676,0.35634941484505567,0,
C00677,0.05538539882185886,0,
C00678,0.28312224515042783,0,
C00679,0.6212156891979681,0,
C00680,0.8242510419425093,1,2026-09-29
C00681,0.7391990870849491,1,2026-10-07
C00682,0.303991851264783,1,2026-09-21
C00683,0.99,1,2026-10-06
C00684,0.38996891758650565,1,2026-10-01
C00685,0.045279561145263936,0,
C00686,0.6965054216462622,0,
C00687,0.7772768052801333,0,
C00688,0.29183597448473797,0,
C00689,0.3590391782865048,1,2026-09-24
C00690,0.28849884891970556,0,
C00691,0.5708854450927766,1,2026-09-30
C00692,0.6761032042660363,1,2026-10-01
C00693,0.01,0,
C00694,0.5876704005373576,0,
C00695,0.01,0,
C00696,0.7441107444098314,1,2026-09-29
C00697,0.6821182222463141,1,2026-10-13
C00698,0.99,1,2026-10-02
C00699,0.9029822322281703,1,2026-10-11
C00700,0.6472286573810349,1,2026-09-30
C00701,0.19117714944129824,0,
C00702,0.4423956527359433,0,
C00703,0.1644447361122344,0,
C00704,0.9051623998820896,1,2026-09-20
C00705,0.23006774929063922,0,
C00706,0.5653666801841154,1,2026-10-04
C00707,0.20390255666730636,0,
C00708,0.01,0,
C00709,0.4542361387283368,0,
C00710,0.8575541572400274,1,2026-10-10
C00711,0.5252155689941381,0,
C00712,0.15747248738311012,0,
C00713,0.03705901725934632,0,
C00714,0.5285296726365011,0,
C00715,0.33854351831368346,1,2026-09-19
C00716,0.5517354114060139,1,2026-09-29
C00717,0.6222531904898233,0,
C00718,0.01,0,
C00719,0.17834299915086202,0,
C00720,0.1523631055796931,0,
C00721,0.6004116834099612,0,
C00722,0.7470972670277709,1,2026-10-11
C00723,0.6825380029049656,1,2026-10-09
C00724,0.689875475575091,1,2026-09-27
C00725,0.31096094608106795,0,
C00726,0.99,1,2026-09-18
C00727,0.136408536810584,0,
C00728,0.8710953368618649,1,2026-09-20
C00729,0.01,0,
C00730,0.01,0,
C00731,0.5454140281669047,1,2026-09-21
C00732,0.01,0,
C00733,0.2941713454432249,0,
C00734,0.5001143821948678,0,
C00735,0.7971720817633897,1,2026-09-21
C00736,0.6180134302196016,1,2026-09-29
C00737,0.09049530043077436,0,
C00738,0.18806847883423958,0,
C00739,0.5758913223650806,0,
C00740,0.4279913870992339,1,2026-10-15
C00741,0.6846367535330684,0,
C00742,0.99,1,2026-10-11
C00743,0.4377415317496024,0,
C00744,0.09619252147198062,0,
C00745,0.5806411394056382,0,
C00746,0.8656780614131313,1,2026-10-14
C00747,0.6523607781724344,1,2026-10-04
C00748,0.8418145899678007,1,2026-10-13
C00749,0.5639314051554647,1,2026-09-26
C00750,0.30735225842512626,0,
C00751,0.18427792393698847,0,
C00752,0.2237425820020655,0,
C00753,0.5297674890756099,0,
C00754,0.396528573758675,0,
C00755,0.8428837681640671,0,
C00756,0.01,0,
C00757,0.01,0,
C00758,0.08713726776657937,0,
C00759,0.8280926696559325,1,2026-10-10
C00760,0.4944734776727736,1,2026-10-04
C00761,0.6822203280792704,0,
C00762,0.05692145911651267,0,
C00763,0.5163527679949552,0,
C00764,0.6676700310259888,1,2026-10-14
C00765,0.7338763625169423,1,2026-09-18
C00766,0.1386878048549625,0,
C00767,0.01,0,
C00768,0.7706502139259771,0,
C00769,0.5762043418439843,1,2026-10-02
C00770,0.9396607597953665,1,2026-10-01
C00771,0.4887001113280116,0,
C00772,0.2870130249376055,0,
C00773,0.30741301024116074,0,
C00774,0.318149327399449,0,
C00775,0.7642231331900097,1,2026-10-15
