customer_id,emails_opened,emails_clicked,csat_score,nps_score
C00159,4,1,,3.7881364850351185
C00160,10,0,,
C00161,5,3,5.0,8.641917535913192
C00162,2,0,4.493064934856157,7.194987143723751
C00163,11,2,4.775664729380534,
C00164,6,4,,7.851220364556401
C00165,7,1,4.921369492428406,
C00166,6,4,4.906989903309784,
C00167,6,2,4.238590975159571,7.353615776593973
C00168,4,1,,6.2035442048184555
C00169,4,1,5.0,4.69451555997278
C00170,9,0,,8.373471907492112
C00171,5,2,4.3494903221600145,
C00172,1,1,,5.460108013775111
C00173,7,0,,5.703888821265315
C00174,5,1,3.970351633539191,3.5105906578930774
C00175,1,1,,8.760391875457946
C00176,7,2,,
C00177,3,2,4.410715877111983,8.209338421394579
C00178,4,1,1.0,1.3045067085585549
C00179,5,1,,8.597366329956104
C00180,4,1,4.4869544854110215,
C00181,5,2,1.443989365935541,4.909926656168448
C00182,2,3,,
C00183,5,1,,6.774940809312952
C00184,2,1,,
C00185,4,0,4.133173919199959,6.683096559606142
C00186,6,0,,9.284773524831751
C00187,5,3,,
C00188,3,0,,
C00189,3,0,,9.09153754849884
C00190,6,1,2.93941687570589,
C00191,6,0,,
C00192,6,1,,
C00193,3,2,3.548894104389701,6.3736024003749545
C00194,8,1,3.1672755066382736,2.9981434555154722
C00195,3,2,4.620279522639815,9.71646405618291
C00196,2,1,,8.169207922747782
C00197,4,0,4.610103371183982,9.97470321756766
C00198,6,0,2.1025024153987184,4.2004367163749174
C00199,6,0,4.688288450862951,8.183041938420276
C00200,3,1,3.9665852780873987,7.483650010974237
C00201,4,1,4.293369069202464,7.999614024802993
C00202,4,0,,3.278034680713658
C00203,3,0,4.848769351290998,
C00204,8,1,,
C00205,4,3,3.455072618540378,1.5942600309239063
C00206,3,1,,
C00207,6,1,3.7210733870215567,0.25290328743154555
C00208,7,3,4.503384907963297,6.980966868915875
C00209,6,0,4.559368319852106,
C00210,5,1,1.6904781719125417,3.8544205233199813
C00211,6,3,4.6353034942774896,
C00212,6,0,,
C00213,6,1,,5.9040793720850475
C00214,4,1,,8.181004459972433
C00215,7,0,,
C00216,2,0,4.811634752372248,7.222307447235147
C00217,6,2,4.934528246960424,
C00218,3,0,,8.611375187572804
C00219,2,0,,7.579858908106269
C00220,4,0,2.6075342844368348,3.5918320721085375
C00221,5,2,4.411821188612387,5.691886026427804
C00222,5,3,3.632635374160303,7.733124673239005
C00223,3,2,3.791262682707501,2.7637562845759005
C00224,8,0,,
C00225,8,1,5.0,7.6251026000389635
C00226,4,0,2.927789685955341,2.4107835585439616
C00227,7,0,4.725989690654984,6.498505845398855
C00228,5,2,4.248008761329255,9.474713198556701
C00229,9,2,,6.48712947814388
C00230,5,2,4.900128875227782,
C00231,2,0,4.349417237809547,
C00232,4,0,,7.089231897781191
C00233,6,0,3.5346355134915504,9.499466299568754
C00234,6,1,,4.440897899118838
C00235,2,2,2.5305433609979913,5.495644287301364
C00236,4,1,,10.0
C00237,6,1,4.358059520280615,
C00238,3,2,4.8381478322891915,7.204253624439229
C00239,5,4,4.687099928706566,9.97645964009359
C00240,6,1,,
C00241,0,1,4.723390936119318,
C00242,4,0,,9.451141788023932
C00243,7,1,,6.324051449208037
C00244,5,0,,
C00245,1,2,4.693218398820018,7.581599378286987
C00246,4,4,3.3860756612979053,
C00247,8,1,,
C00248,2,2,5.0,
C00249,4,0,,
C00250,2,2,,
C00251,6,0,,3.2960592366065695
C00252,3,0,4.270970306252923,7.64554119820256
C00253,5,1,3.8901484583481567,9.611732313151748
C00254,5,0,4.515187331370909,
C00255,2,0,,7.220081742765065
C00256,5,0,,
C00257,8,1,4.455320820227358,6.2081914821438975
C00258,1,1,,
C00259,4,0,4.970470275518812,8.372064735503496
C00260,8,0,4.250311927189576,9.490748073585966
C00261,5,1,2.9013279222275288,
C00262,7,0,2.791544109818175,5.1502711735711735
C00263,11,1,4.45260974817397,
C00264,4,0,5.0,9.90624255882501
C00265,9,2,1.586965105354948,0.7492214668235615
C00266,3,2,2.621602825149855,
C00267,4,2,4.525847826040035,
C00268,1,1,4.048283877456297,
C00269,5,2,5.0,8.13247933160331
C00270,3,0,4.612483982501483,7.068848339889389
C00271,2,2,2.6138018247346446,2.2748146997497516
C00272,7,1,,9.993084309751751
C00273,6,1,4.546662917288921,7.840835473482987
C00274,2,3,,4.143827146595821
C00275,6,1,4.580218700743478,8.831593840291303
C00276,6,0,,
C00277,6,0,,
C00278,7,0,,
C00279,4,0,,
C00280,3,2,,
C00281,4,1,4.2229789820132915,
C00282,6,3,,1.260398699098105
C00283,6,0,4.422760314396881,
C00284,5,1,4.372124334799559,5.416895846994011
C00285,5,0,4.472502980825518,
C00286,4,0,,9.365144960979666
C00287,4,2,,
C00288,5,2,4.94264520178743,
C00289,7,0,,6.8424731724824
C00290,5,0,,
C00291,3,1,,6.396075745168734
C00292,3,1,5.0,9.38594698659439
C00293,7,1,5.0,6.484721276577114
C00294,4,2,,8.067306114833686
C00295,4,2,,10.0
C00296,2,2,5.0,
C00297,3,0,3.503021430458147,3.926657666450789
C00298,6,3,2.176618852229861,4.104433267220659
C00299,2,5,,
C00300,8,2,,
C00301,3,1,,8.350415636411046
C00302,2,1,,
C00303,6,3,,
C00304,3,2,2.6521629527705923,
C00305,6,0,3.566085485288969,5.8973624825559945
C00306,7,0,,
C00307,8,2,4.809249070174069,
C00308,8,3,,
C00309,4,1,,
C00310,1,2,,
C00311,4,0,3.9851251954491196,
C00312,6,0,,9.05019912293993
C00313,6,1,4.074469392759931,3.6573355482558263
C00314,8,2,3.9504482241903025,
C00315,4,0,3.9693195389091205,
C00316,5,1,4.420372587344346,
C00317,5,0,,4.600634700046097
C00318,4,3,4.754929711906649,7.904582791973694
C00319,7,1,4.437533448440818,
C00320,5,0,,
C00321,3,1,,
C00322,0,1,,10.0
C00323,5,2,4.178013665637642,7.662313898151506
C00324,4,3,,7.071017887791861
C00325,4,2,,
C00326,1,0,3.370996060763934,
C00327,10,4,,2.894762052167594
C00328,6,1,,7.847877531685667
C00329,8,0,,10.0
C00330,5,3,4.763760022448455,6.589467319295129
C00331,3,0,,
C00332,3,1,,5.992770145173931
C00333,6,0,,
C00334,7,1,2.249674126787423,5.792959666630939
C00335,7,1,3.2116101432439432,
C00336,4,1,3.5471727117606457,8.340046953060513
C00337,9,1,,
C00338,2,0,,6.822900434231675
C00339,3,0,,
C00340,6,1,,
C00341,5,1,4.812324102996316,
C00342,3,1,,9.025494588073842
C00343,9,1,3.514975543128031,
C00344,7,1,4.304577646925688,9.274530485191812
C00345,3,1,,7.78606694269804
C00346,2,2,,2.4885039061016805
C00347,6,0,1.6742788768292103,
C00348,6,1,4.541707358497011,
C00349,5,0,3.5265154708925963,
C00350,6,0,,
C00351,4,0,5.0,7.230204791952455
C00352,3,3,,7.2948504249045625
C00353,14,0,3.5759162542826957,
C00354,4,0,,
C00355,4,3,3.6497099015577454,6.968573655538901
C00356,3,0,4.488539334497475,
C00357,3,1,2.584622968733089,2.1175301301892353
C00358,4,1,4.418039869172284,
C00359,5,0,,6.0948885331489855
C00360,5,1,,
C00361,7,1,4.661948250835472,
C00362,4,0,4.110067113671467,
C00363,5,1,5.0,
C00364,1,1,,3.0937176340651464
C00365,10,0,4.192335211297079,
C00366,9,1,4.911954958993647,6.799433679150278
C00367,6,0,3.6910499342711964,2.0609921660915687
C00368,4,1,,
C00369,7,1,2.4055220889278655,5.1641592532826
C00370,7,3,,
C00371,6,0,5.0,
C00372,4,0,4.650594974650651,
C00373,6,1,,
C00374,6,1,4.410501247145017,5.366342334103344
C00375,7,1,4.749357557311643,
C00376,4,0,,8.524402539474785
C00377,2,1,,
C00378,6,0,2.823964558323742,5.423011421047135
C00379,8,0,,
C00380,7,0,4.594142002940491,6.739120611622561
C00381,3,2,4.5143165043994244,
C00382,5,1,4.672630524354707,7.949247650602935
C00383,4,2,4.908154945007681,
C00384,3,2,2.5286746564442804,
C00385,1,0,4.24273430299043,
C00386,8,1,,2.9566611648988332
C00387,4,1,,9.175813820377178
C00388,3,0,4.146758546610779,
C00389,2,2,4.428069602521293,
C00390,2,1,3.963362018084147,
C00391,6,0,,
C00392,4,3,,
C00393,8,2,5.0,
C00394,6,1,4.734925542360818,8.93166314140862
C00395,6,2,,
C00396,2,0,4.068251441120104,7.059574962157287
C00397,4,4,,9.079102039588497
C00398,5,2,4.800980182649909,
C00399,5,2,,
C00400,5,1,,3.775731080301164
C00401,5,0,,
C00402,6,0,,
C00403,8,1,,5.5767711136524944
C00404,4,0,,1.8284779191531464
C00405,4,2,,
C00406,5,1,,8.754700477624
C00407,5,2,4.388444886691946,
C00408,2,2,4.346222770796385,6.839908931110654
C00409,1,2,4.956731458756468,
C00410,8,0,,
C00411,7,1,,4.484950255605828
C00412,7,1,,7.850566333641897
C00413,4,1,4.066305768443501,
C00414,4,1,5.0,4.527564619364453
C00415,5,1,4.467868878439948,9.201783885139152
C00416,8,0,,7.413936488030189
C00417,5,0,5.0,10.0
C00418,7,1,3.570845458589221,6.336909306339342
C00419,7,2,4.605247576388305,
C00420,1,0,,
C00421,4,0,4.51612308131151,6.634573221088178
C00422,5,1,4.129638428043652,
C00423,2,0,4.13961416347333,9.329201777301417
C00424,6,1,4.751531653682546,
C00425,4,1,3.8976864205395945,6.829235886777077
C00426,5,0,,
C00427,3,0,4.257887266029101,7.448363305321907
C00428,10,0,,
C00429,2,1,5.0,
C00430,7,2,,0.9068937641095953
C00431,5,0,,6.066270007261583
C00432,4,0,2.651900808275329,
C00433,7,1,3.6315863594345332,7.596246758582087
C00434,3,0,,10.0
C00435,5,0,3.897808643446962,
C00436,5,0,,6.002719272664551
C00437,5,0,3.3097048314078736,4.5751299365572216
C00438,2,2,,7.107303193765988
C00439,4,0,,
C00440,3,3,,6.931860585420644
C00441,5,0,,
C00442,6,1,4.18334055705798,
C00443,5,0,,4.344516103746383
C00444,5,1,,
C00445,5,0,4.34832876181904,
C00446,4,2,4.187510332326481,
C00447,4,1,2.9778840945171408,
C00448,4,2,,
C00449,1,2,3.7235113018104458,7.915148221518078
C00450,5,1,,
C00451,5,1,4.464764219580255,6.787829804986485
C00452,8,4,2.4303574166806663,4.125060263426369
C00453,3,1,5.0,9.999773798129842
C00454,3,3,1.904831856062953,
C00455,5,0,,
C00456,4,0,,
C00457,7,0,4.575902499978663,8.12399606269168
C00458,6,0,,
C00459,2,2,4.201595898642654,
C00460,5,0,1.8744673942415793,2.5340847561972097
C00461,3,1,,5.090064663056348
C00462,4,1,,
C00463,5,1,2.791885935310833,
C00464,3,1,,5.10865736856354
C00465,1,1,5.0,10.0
C00466,7,1,4.185012536069525,8.495493988138776
C00467,7,1,,8.290864492450554
C00468,0,0,4.441979463201801,8.089968022843193
C00469,3,2,,
C00470,4,0,,7.27761614616003
C00471,6,0,,4.815699864036113
C00472,5,3,,
C00473,9,2,4.4516023908882785,7.6656899245272845
C00474,2,3,,
C00475,2,0,,
C00476,4,1,4.7618268261265335,7.232081303553637
C00477,3,1,4.220994936030589,7.527307563367669
C00478,4,1,,7.827579858963798
C00479,3,0,,
C00480,2,0,3.910472069011979,
C00481,6,0,4.5297283532683394,10.0
C00482,3,2,,
C00483,2,0,4.3093188574048344,
C00484,4,1,4.0652930117249815,7.403142142664165
C00485,6,1,,5.394465069498867
C00486,7,1,5.0,
C00487,6,0,2.5863141084028034,
C00488,6,1,4.575017545322507,6.562349331472123
C00489,3,2,2.5048574032555164,
C00490,7,0,,
C00491,7,2,,9.898739229536991
C00492,4,1,,7.786604078273163
C00493,10,1,4.806858195614432,
C00494,1,1,4.970259310560705,6.9111690834162625
C00495,8,0,,6.820467043751588
C00496,6,2,3.6598361989828767,6.110868214049266
C00497,4,0,,
C00498,6,3,,
C00499,7,1,,
C00500,2,0,4.4780843711154406,
C00501,4,0,1.9651178404838212,2.629451675648439
C00502,7,0,3.8648667512923325,6.891611155271903
C00503,5,2,4.678602965363842,9.322607184187204
C00504,3,1,,
C00505,6,1,5.0,9.043616220755748
C00506,7,0,5.0,
C00507,7,0,4.22286351588528,7.629424923529151
C00508,6,2,2.495245491706581,
C00509,4,1,4.45258289262854,
C00510,4,1,4.373811656752288,9.059005624476917
C00511,7,1,,6.395299182738185
C00512,2,0,1.0,
C00513,8,2,2.8511539975931464,
C00514,2,1,4.526974122945599,8.824166504006236
C00515,7,1,,9.03423461238234
C00516,3,1,5.0,9.344616204769567
C00517,5,1,,
C00518,6,2,,5.8653463411265
C00519,1,1,3.9687482327555905,9.36739385541317
C00520,9,1,,
C00521,3,1,,5.108497015418523
C00522,2,1,,
C00523,1,2,,
C00524,2,0,4.971724740645934,3.12859870801879
C00525,7,1,4.672105607158734,
C00526,3,4,,
C00527,6,1,4.217572347913918,7.513005106631396
C00528,7,2,4.192984387963073,
C00529,4,0,5.0,
C00530,2,2,4.2028370878907895,
C00531,3,0,,
C00532,7,1,5.0,
C00533,2,0,4.342531612022982,
C00534,4,3,3.901265212963169,
C00535,3,2,3.068188299930655,3.170057844681134
C00536,2,1,5.0,8.305628634148386
C00537,7,1,2.9858670091222463,5.048759957051704
C00538,6,2,4.925033281016948,8.381026611186794
C00539,6,1,,
C00540,1,1,4.615059213282774,
C00541,4,0,,9.424955822448801
C00542,6,0,3.4227182804799923,4.934811965202485
C00543,6,0,4.787596385119384,6.238899545190092
C00544,10,0,4.692435661327811,8.325552351360905
C00545,2,1,4.295180446454479,6.725369592635993
C00546,6,1,,
C00547,4,0,4.385687724408723,7.756231947909336
C00548,6,0,5.0,9.75132937939804
C00549,9,2,2.6017762758542995,
C00550,7,0,,
C00551,6,1,5.0,9.125290684489126
C00552,6,0,,5.2244543241994945
C00553,3,2,3.969236544424625,7.232969495372188
C00554,7,0,4.560732833629662,
C00555,2,1,4.76905799956085,7.2227991813557235
C00556,4,1,,
C00557,5,0,3.712644031589684,6.5298036853936745
C00558,5,1,2.046229750730103,4.009087576194184
C00559,3,2,,
C00560,6,2,,7.9727238035054615
C00561,4,0,,3.265686854820304
C00562,4,1,,
C00563,2,2,,9.417170856835053
C00564,5,2,3.731532603171869,9.756438248941295
C00565,4,2,4.259990656382049,8.114230152082131
C00566,2,0,2.7140228807206874,7.660111038754971
C00567,4,4,3.311250795007002,0.0
C00568,3,0,2.9781421978193294,8.235822060811998
C00569,4,2,3.2583064696633564,0.0
C00570,7,1,5.0,7.051936652528164
C00571,3,0,,1.7419217533734184
C00572,3,2,4.674479100807677,
C00573,6,0,,
C00574,6,1,4.631898517827332,10.0
C00575,7,1,,6.680016199274661
C00576,2,1,,
C00577,4,0,,
C00578,3,2,,
C00579,5,1,3.699830317864782,6.9414352205435135
C00580,4,2,,6.801604614180925
C00581,6,1,,10.0
C00582,4,1,4.1599448922375695,
C00583,8,0,4.506895667385221,
C00584,2,1,4.280155068203152,
C00585,4,1,4.130673559519912,
C00586,5,1,4.920111520071888,
C00587,7,2,4.212486670811676,10.0
C00588,2,0,4.660246257778594,10.0
C00589,6,0,,5.997073286565788
C00590,8,1,2.4427799028061257,
C00591,3,1,3.812653143962684,2.300753285521986
C00592,9,0,1.9502826296495326,3.0650889489578987
C00593,4,1,,8.424976729695507
C00594,6,1,4.220233500931264,
C00595,4,2,,4.203066833343276
C00596,3,1,4.824536239113981,
C00597,3,0,5.0,6.988525919556617
C00598,3,0,4.92076688419016,2.209166459025034
C00599,6,0,4.975015387867664,
C00600,6,1,3.6471414680411742,7.058833722450589
C00601,5,2,3.862737047871889,8.269021073936877
C00602,5,1,4.774288471286387,
C00603,2,2,4.663885117101481,8.287893940527955
C00604,7,0,,8.25841419272571
C00605,5,3,,0.9204500168445464
C00606,8,3,3.1448353749250932,
C00607,1,0,4.643027360113821,
C00608,7,2,,
C00609,5,0,2.2889715071386756,5.687482766410604
C00610,6,1,1.0,
C00611,3,2,5.0,7.919101702581229
C00612,4,2,2.4172445156927433,4.171926356333491
C00613,3,1,3.107158353103058,
C00614,4,1,4.757761026398547,
C00615,3,0,2.741054768791336,
C00616,4,0,3.720365328674516,5.3405622683255825
C00617,4,2,1.9380586723678064,3.514113839211489
C00618,4,2,4.48202454639346,
C00619,5,1,4.392922164588646,7.2418543081709466
C00620,7,1,4.486711966647204,7.284810786888437
C00621,7,3,2.975021588909945,4.748524296054927
C00622,5,2,,
C00623,4,5,4.907304971225135,
C00624,5,3,,5.628803696220583
C00625,6,1,5.0,
C00626,3,0,3.64671385437313,3.1385236357747086
C00627,3,0,1.5379390229568848,5.774772985094149
C00628,4,0,2.941828611781629,4.1014930826311184
C00629,10,0,4.484174082018614,
C00630,2,1,,
C00631,2,0,4.336768101123765,
C00632,5,0,5.0,9.008036932481073
C00633,2,1,5.0,
C00634,6,1,,
C00635,1,4,5.0,
C00636,5,2,5.0,8.266797057262632
C00637,2,0,3.9880150807577546,
C00638,4,0,4.951450838023004,
C00639,5,3,,1.7730261149315005
C00640,1,2,,9.437021012469277
C00641,5,0,4.766601220356673,9.034536826524448
C00642,4,0,3.354770446185574,
C00643,7,1,,
C00644,10,1,,8.397212889168097
C00645,1,3,,
C00646,8,2,,2.7171774079900457
C00647,4,1,5.0,
C00648,4,0,,2.4144990848440946
C00649,7,0,5.0,7.8049586406375475
C00650,6,1,4.708566637138251,7.1619245268976535
C00651,7,1,4.33246378017223,6.936076004416655
C00652,4,0,,
C00653,3,3,,
C00654,5,4,4.153419465683511,9.096422659312227
C00655,2,3,4.699902000604034,
C00656,4,4,2.80481645869116,5.143810254554416
C00657,4,2,4.321411757698552,
C00658,7,0,,
C00659,6,1,,7.487648539908208
C00660,4,1,4.780803631897816,6.920276356047513
C00661,6,1,4.001024612302278,
C00662,3,0,4.318738737921211,8.173877962503227
C00663,4,1,4.815539840161652,
C00664,5,0,,7.39504898479442
C00665,8,2,4.00342937521842,
C00666,5,1,,9.687769203670959
C00667,7,1,,
C00668,2,0,5.0,7.911367501946541
C00669,5,0,4.241716954298425,
C00670,10,1,,5.8374717667306815
C00671,5,2,4.361131018408772,8.179827695642889
C00672,7,1,2.2992428155356004,
C00673,6,2,,
C00674,5,0,,
C00675,4,0,3.387673480528309,
C00676,3,2,,7.898121853177945
C00677,5,1,5.0,
C00678,7,2,,
C00679,8,1,,4.072527306328795
C00680,3,0,1.5614820805436935,4.4269016288950755
C00681,7,2,3.9203491712285676,4.170119151228444
C00682,7,1,4.368296222289891,10.0
C00683,3,0,,5.38720423769255
C00684,6,0,4.582604971888299,
C00685,5,0,4.219414536483117,
C00686,3,1,,5.812973583796706
C00687,5,1,2.8054125301417185,3.1265634276669036
C00688,5,1,,
C00689,4,0,5.0,7.806220374451734
C00690,9,2,4.478096332507712,8.265247798495832
C00691,5,1,,9.11590993627935
C00692,3,0,,
C00693,7,0,4.727113290939881,9.223671360708579
C00694,8,0,4.619647632049744,9.038284662523836
C00695,2,0,4.775287365285026,5.469565053181631
C00696,6,2,2.933288182160144,3.6670772237891227
C00697,6,1,,
C00698,4,0,3.2047979390836905,
C00699,5,1,,5.704931596699868
C00700,6,1,,7.85513902900432
C00701,4,2,4.306866390824768,
C00702,8,1,3.222059582950686,
C00703,8,2,,
C00704,2,1,,
C00705,6,2,,8.35709405640547
C00706,3,1,2.7873056112075916,
C00707,5,0,5.0,
C00708,3,0,4.518764745013233,
C00709,15,5,,
C00710,6,1,,2.0892550508223313
C00711,10,0,,
C00712,3,1,4.8200737522312584,7.121236176719441
C00713,2,2,3.0796643064301077,
C00714,4,0,5.0,10.0
C00715,7,0,4.794310978157437,
C00716,5,1,4.404588111749079,3.950924062891
C00717,3,3,4.814643735283462,
C00718,4,4,4.791868361015392,
C00719,2,1,5.0,
C00720,2,2,4.349218207713833,
C00721,4,1,2.9140466062431156,2.664017357333613
C00722,5,0,,
C00723,10,1,3.407294375800446,
C00724,5,0,,3.0890458001641465
C00725,2,2,,
C00726,9,1,2.3240637689591734,3.0792559270246795
C00727,4,0,3.647057047524477,8.399636195363106
C00728,6,0,2.4880089107204446,5.32079166163727
C00729,8,2,4.381721249922026,9.714209998815369
C00730,3,1,5.0,
C00731,7,0,4.010873169678347,7.039784431010279
C00732,5,1,,7.770229042948993
C00733,2,0,,
C00734,5,2,4.827108514765297,8.474820279335159
C00735,6,1,,6.6845618625204075
C00736,5,1,3.9769219049042404,1.82226753875495
C00737,5,0,4.31246351830519,
C00738,4,1,4.717668227817118,9.848082357662756
C00739,4,2,,
C00740,7,5,4.689964792327374,
C00741,5,0,,8.104361517876203
C00742,10,1,4.604708624092824,4.041447914709766
C00743,5,1,4.919724140197349,6.361882113296087
C00744,3,0,,
C00745,6,1,,
C00746,7,0,2.1502715577002953,
C00747,8,1,4.074746161539067,8.76875056605141
C00748,3,0,4.121241316617049,
C00749,6,2,,
C00750,7,1,,
C00751,1,0,4.140033820970476,6.834117951520849
C00752,5,1,3.883788989345687,9.085226635240126
C00753,4,0,4.608897304756142,9.691406523443346
C00754,4,0,5.0,
C00755,6,1,3.469553531624089,
C00756,5,0,4.95348199471517,
C00757,2,0,4.603431375997827,7.857140656050513
C00758,4,0,4.135835837515168,
C00759,1,1,4.053134335033763,7.486329727516837
C00760,5,1,5.0,
C00761,5,0,3.9342047521920867,8.541311619057254
C00762,4,0,,
C00763,1,2,,
C00764,9,0,2.6098363241812113,
C00765,4,2,4.21809032962146,
C00766,5,1,,7.039971827844475
C00767,7,1,4.618336737925438,5.537825662126323
C00768,1,3,2.8078979858995665,
C00769,6,1,,7.471406486006322
C00770,8,0,2.001532379149471,5.690793151554254
C00771,3,3,,
C00772,5,1,,
C00773,2,0,4.185519528238197,
C00774,3,1,,
C00775,10,2,3.977395280670413,7.409317710198652
C00776,11,1,,
C00777,7,0,,8.70356400225865
C00778,5,0,,
C00779,4,1,,6.444284312451638
C00780,6,1,2.332582732089821,4.666120613403152
C00781,2,2,4.014933682982935,
C00782,6,0,,
C00783,2,1,4.789062956989034,9.15945534343432
C00784,5,3,5.0,7.497253375155267
C00785,3,0,1.3790977000093207,2.621531234550624
C00786,3,1,5.0,
C00787,5,0,4.999466182992224,6.727565486011693
C00788,7,0,,6.932261179689802
C00789,3,0,,
C00790,7,0,4.8935132925353795,6.905157600801469
C00791,4,3,4.507588007115324,7.220129581578079
C00792,7,1,,
C00793,5,0,3.324268927458689,5.253706967208682
