customer_id,support_tickets_30d,support_tickets_90d,open_tickets,avg_resolution_hours,escalation_count
C00299,0,1,0,9.141264989776943,0
C00300,1,1,0,14.409593726072842,0
C00301,0,0,0,10.740676347660038,0
C00302,1,1,0,6.327508669005518,0
C00303,0,2,0,13.535121050281482,0
C00304,1,3,0,29.85938811491575,0
C00305,2,6,1,77.04034668045372,0
C00306,0,0,0,6.4743058754687075,0
C00307,0,3,0,21.888256477342694,0
C00308,1,2,0,14.40613510381558,0
C00309,0,0,0,17.904501313557223,0
C00310,4,4,3,39.169804539356704,0
C00311,0,1,0,9.195063453795344,0
C00312,0,0,0,20.632257002670038,0
C00313,2,2,2,35.83983440175834,0
C00314,0,1,0,6.898190762513442,0
C00315,3,4,1,1.0,0
C00316,0,1,0,9.693620032466496,0
C00317,2,2,1,45.30721900591606,1
C00318,2,2,0,10.972295211375826,0
C00319,0,0,0,15.32052683516845,0
C00320,0,1,0,5.247948935894016,0
C00321,0,0,0,7.818836890412855,0
C00322,0,0,0,15.639155738682858,0
C00323,1,2,0,6.761312555937331,0
C00324,0,1,0,55.86874480358824,0
C00325,3,4,0,49.9740365316984,0
C00326,3,6,0,60.223111889836595,0
C00327,0,0,0,42.42285667446326,0
C00328,0,0,0,12.802439497055325,0
C00329,0,0,0,10.42120851155921,0
C00330,0,0,0,14.766226540177403,0
C00331,1,2,0,18.242489884020372,0
C00332,0,3,0,60.753472006824936,0
C00333,0,0,0,71.87159560168189,0
C00334,1,2,0,30.01164710947918,0
C00335,3,3,1,47.40510550986661,0
C00336,0,2,0,1.2993665180579832,0
C00337,2,2,1,13.476531614808152,0
C00338,0,0,0,17.730885029191512,0
C00339,3,4,2,40.4576152010379,0
C00340,0,3,0,8.390452372908516,0
C00341,1,3,0,9.561160332573962,0
C00342,1,1,0,6.315392320072632,0
C00343,0,0,0,18.40509546374112,0
C00344,0,2,0,9.985737582188577,0
C00345,0,0,0,18.590656967895256,0
C00346,1,1,0,33.85273159790442,0
C00347,4,4,3,61.07012771750554,0
C00348,0,1,0,18.712551303372095,0
C00349,3,4,1,29.351379168841156,0
C00350,1,2,0,29.213649061636694,0
C00351,0,1,0,20.55238956540413,0
C00352,0,0,0,14.723747379425049,0
C00353,4,4,1,84.28979839736289,1
C00354,4,4,0,32.17086852100229,0
C00355,3,3,0,13.344713951695704,0
C00356,1,1,0,4.946295851018393,0
C00357,2,5,0,79.77619338516101,0
C00358,0,2,0,6.238571407949933,0
C00359,2,2,0,15.052539259799415,0
C00360,0,3,0,15.400851501802844,0
C00361,1,1,0,5.849336864343506,0
C00362,1,3,0,13.970766760665756,0
C00363,0,1,0,19.539729691930287,0
C00364,1,2,0,44.87953598200864,0
C00365,2,3,0,20.100248848947448,0
C00366,0,1,0,20.343988245671177,0
C00367,4,6,2,45.20562035322361,0
C00368,0,3,0,39.60406044567566,0
C00369,1,2,0,33.52136261608868,0
C00370,1,2,0,17.344585956486135,0
C00371,0,0,0,22.083874755928885,0
C00372,1,2,0,21.29608663388512,0
C00373,1,3,0,49.78790916575598,0
C00374,0,1,0,6.008833732567952,0
C00375,0,3,0,8.006064284023664,0
C00376,0,1,0,21.923757888733906,0
C00377,0,0,0,1.0,0
C00378,2,3,2,66.64334204457958,0
C00379,0,0,0,14.392774525557922,0
C00380,0,3,0,17.742791423416584,0
C00381,2,3,0,73.45301490453485,0
C00382,0,3,0,12.396496121742128,0
C00383,2,2,0,7.36725802794755,0
C00384,1,2,0,59.310561420656256,0
C00385,0,1,0,2.806827715056107,0
C00386,2,4,1,6.737409304469189,3
C00387,0,2,0,9.596768343917994,0
C00388,0,1,0,5.715807215571115,0
C00389,0,2,0,14.788216992105587,0
C00390,1,2,0,49.113598500262675,0
C00391,1,1,0,5.038849855844539,0
C00392,0,1,0,7.5411246390083155,0
C00393,2,2,0,15.762035654925104,0
C00394,0,0,0,8.88102340118238,0
C00395,0,0,0,15.526020336519533,0
C00396,3,4,0,10.31570739446175,0
C00397,0,2,0,14.082362853456576,0
C00398,0,1,0,16.854691992481897,0
C00399,0,0,0,15.810133170524965,0
C00400,0,0,0,69.21664020402582,0
C00401,0,1,0,14.062071038556514,0
C00402,2,4,0,1.0,0
C00403,3,5,0,48.04961393126656,0
C00404,5,6,3,36.484950600072395,2
C00405,0,1,0,1.1975406022984565,0
C00406,0,1,0,13.701489945431096,0
C00407,0,2,0,2.8009605703725136,0
C00408,0,2,0,10.559274855695321,0
C00409,2,4,0,9.45560799943588,0
C00410,0,3,0,24.423126296255223,0
C00411,1,1,1,39.93294770310141,0
C00412,0,1,0,14.268115306768586,0
C00413,0,1,0,5.9192248618939765,0
C00414,1,1,2,34.300497279357195,2
C00415,2,2,0,3.625038778957629,0
C00416,0,0,0,9.024298792380758,0
C00417,4,6,0,11.68346666201072,0
C00418,0,0,0,17.44809700000106,0
C00419,1,2,0,17.14433640863134,0
C00420,2,3,0,10.03396233292832,0
C00421,0,0,0,1.0,0
C00422,0,4,0,58.83386479938757,0
C00423,0,0,0,21.592113022419607,0
C00424,0,1,0,23.95901583018958,0
C00425,1,1,0,12.492624377569872,0
C00426,0,1,0,1.0,0
C00427,2,4,0,3.5537828043989244,0
C00428,3,3,1,64.88722040628981,0
C00429,1,2,0,21.964277274871982,0
C00430,0,2,0,69.66088528764188,0
C00431,1,2,0,10.816309505298022,0
C00432,3,4,1,32.97436454292826,0
C00433,0,4,0,4.6361466941039335,0
C00434,0,0,0,15.160172673295168,0
C00435,0,2,0,57.87671913033267,0
C00436,1,3,0,16.81265826611966,0
C00437,1,1,2,62.784684617457984,0
C00438,1,2,0,16.779644633952344,0
C00439,3,4,0,66.38845121999373,0
C00440,1,1,0,6.170510342925095,0
C00441,1,2,0,1.0,0
C00442,2,5,0,6.845382571617649,0
C00443,0,1,3,23.504921202775634,0
C00444,0,0,0,5.934813628496903,0
C00445,0,1,0,1.0,0
C00446,1,4,0,21.821662927092657,0
C00447,5,9,0,28.797019190099434,0
C00448,1,1,0,16.79044636596207,0
C00449,0,2,0,10.037779832630083,0
C00450,1,1,0,7.590821397520407,0
C00451,0,2,0,15.909877962822762,0
C00452,1,1,0,84.71693454623949,0
C00453,1,3,0,4.421710006091335,0
C00454,5,6,0,75.75310789189115,0
C00455,1,1,0,5.861834885950794,0
C00456,0,1,0,64.61621253328981,0
C00457,0,2,0,10.247932717287624,0
C00458,1,1,0,10.532969245185788,0
C00459,0,0,0,13.696744901763282,0
C00460,0,0,0,64.80782229795881,0
C00461,0,1,0,62.004380623586954,0
C00462,0,1,0,9.916082639317562,0
C00463,3,3,2,43.487420927575414,1
C00464,0,1,0,21.978573687930876,0
C00465,0,2,0,1.0,0
C00466,0,1,0,7.316201196293337,0
C00467,0,1,0,19.040324784293027,0
C00468,1,2,0,13.994970084663994,0
C00469,1,2,0,12.578663733537539,0
C00470,1,2,0,17.998025985010884,0
C00471,3,5,1,53.46739935459966,0
C00472,0,0,0,30.333946736274736,0
C00473,0,1,0,13.260984039082935,0
C00474,0,1,0,6.616101578234135,0
C00475,0,1,0,18.99407934033637,0
C00476,1,1,0,20.405720643177062,0
C00477,0,0,0,2.05349246606802,0
C00478,1,3,0,4.646449139774644,0
C00479,0,0,0,3.2613640018185883,0
C00480,1,1,0,19.9279617489095,0
C00481,1,2,0,16.805117997456637,0
C00482,0,0,0,2.9322405260459306,0
C00483,0,0,0,20.908093927946858,0
C00484,1,2,0,16.83411000667827,0
C00485,0,1,0,33.747329181852784,0
C00486,0,1,0,23.24971304625737,0
C00487,2,3,3,28.993412997504496,0
C00488,1,2,0,9.788140791295575,0
C00489,0,1,0,50.66753833393167,0
C00490,2,4,0,22.834227418658266,0
C00491,0,0,0,1.5020158148773213,0
C00492,2,2,0,21.919238754713867,0
C00493,0,3,0,11.082843582666875,0
C00494,0,1,0,5.143887731957566,0
C00495,2,5,0,21.215400245583194,0
C00496,1,2,0,7.6417024866539,0
C00497,0,2,0,4.57448976545351,0
C00498,0,1,0,15.424090763956357,0
C00499,0,0,0,14.463827696701248,0
C00500,0,5,0,1.0,0
C00501,1,2,0,20.722712941523028,0
C00502,0,1,0,21.333418833132043,0
C00503,1,3,0,21.308310901773616,0
C00504,0,1,0,14.741269803135788,0
C00505,1,1,0,8.130138763521135,0
C00506,0,0,0,8.446957822204554,0
C00507,1,1,0,12.361479734705629,0
C00508,1,2,2,65.52361131338255,0
C00509,2,5,3,70.89887731063902,3
C00510,1,1,0,8.280300106524823,0
C00511,1,1,0,11.628419013816647,0
C00512,6,6,1,44.563594859870385,2
C00513,2,2,0,55.599450399152644,0
C00514,0,0,0,12.480999430009474,0
C00515,0,0,0,22.8332844638091,0
C00516,0,2,0,14.677669297941186,0
C00517,0,1,0,14.439910092952301,0
C00518,1,2,0,11.24181407367726,0
C00519,0,2,0,19.34338966111848,0
C00520,0,0,0,16.513586410194126,0
C00521,0,1,0,17.433677053154085,0
C00522,0,1,0,15.876507439554112,0
C00523,4,6,3,4.558301680975063,1
C00524,0,1,0,80.02144346713209,0
C00525,1,3,0,13.489058877179321,0
C00526,0,1,0,18.686583669024547,0
C00527,0,0,0,16.525414376513407,0
C00528,3,3,0,4.350547683532292,0
C00529,1,2,0,12.875871901006258,0
C00530,0,2,0,43.606968574493976,0
C00531,0,1,0,23.77982048628911,0
C00532,0,2,0,14.205429978103648,0
C00533,1,1,1,40.82128148895117,0
C00534,1,3,0,13.085855575230052,0
C00535,2,3,0,69.82388563409263,0
C00536,0,0,0,13.749890005740326,0
C00537,1,2,2,57.71622478427387,0
C00538,0,2,0,10.3300683888541,0
C00539,1,2,1,29.540009440349053,2
C00540,2,4,0,11.25274231343683,0
C00541,0,2,0,20.192898126423742,0
C00542,4,5,2,86.87262617229021,1
C00543,1,1,0,10.272535359263506,0
C00544,0,0,0,19.03476673397436,0
C00545,0,1,0,25.281345714904237,0
C00546,0,2,0,17.792624022005583,0
C00547,1,3,0,11.63417389469298,0
C00548,1,3,0,8.085632780089483,0
C00549,5,6,3,100.39234108412961,0
C00550,0,3,0,5.085241111306344,0
C00551,0,0,0,10.902486062548228,0
C00552,3,3,0,31.68706558235123,0
C00553,0,0,0,18.539729431409235,0
C00554,1,3,0,9.894981022534544,0
C00555,0,2,0,15.173942081464943,0
C00556,0,0,0,14.181001393898867,0
C00557,0,2,0,11.84018545757709,0
C00558,4,5,1,43.134361924885496,1
C00559,0,0,0,13.912011410861428,0
C00560,0,0,0,11.21358167687068,0
C00561,3,8,3,101.62512465316,4
C00562,2,2,0,23.037598369660632,0
C00563,0,0,0,18.365790318502782,0
C00564,0,0,0,13.62077598519578,0
C00565,0,2,0,16.913747248573493,0
C00566,3,3,1,11.853866273113368,0
C00567,1,3,0,14.885997995530367,0
C00568,3,5,2,6.184505516979442,0
C00569,1,2,2,56.381107009828945,2
C00570,0,2,0,16.269357995175703,0
C00571,2,4,0,1.0,0
C00572,0,2,0,14.036650475947289,0
C00573,2,3,2,51.884769272111654,1
C00574,1,1,0,18.842856613436865,0
C00575,0,4,0,7.069115427278465,0
C00576,0,0,0,11.990947903328287,0
C00577,0,1,0,6.829735072563007,0
C00578,0,1,0,15.017860342110293,0
C00579,1,3,0,16.095356046565275,0
C00580,0,1,0,17.256098532732814,0
C00581,0,2,0,11.88093814328177,0
C00582,2,2,0,18.395790173738938,0
C00583,1,1,0,9.650298883090084,0
C00584,0,1,0,2.6174048712313382,0
C00585,0,0,0,19.213441752418767,0
C00586,3,3,0,3.0998092216180364,0
C00587,0,2,0,12.557506119810322,0
C00588,0,3,0,6.184561852767283,0
C00589,1,5,0,2.857882033240177,0
C00590,6,7,3,1.0,0
C00591,0,1,0,42.759020988678785,0
C00592,6,7,1,80.97348511944722,1
C00593,0,4,0,8.04275220773214,0
C00594,1,2,0,12.295121878858312,0
C00595,1,2,3,60.57859308569683,0
C00596,0,1,0,15.834668723065374,0
C00597,1,2,0,15.156975493809142,0
C00598,3,4,0,52.62101705706341,0
C00599,1,1,0,22.32149058266473,0
C00600,0,0,0,69.30236329589343,0
C00601,0,2,0,16.321289651344753,0
C00602,0,1,0,10.442973552162519,0
C00603,1,3,0,15.138598271465,0
C00604,0,0,0,17.757523582270906,0
C00605,3,5,3,95.45459866237415,0
C00606,1,1,0,20.23611914436121,0
C00607,1,3,0,18.975459754106286,0
C00608,0,1,0,2.8764345078614966,0
C00609,1,2,0,45.69911463120144,0
C00610,1,2,0,47.99914039850704,0
C00611,1,1,0,6.433393706834124,0
C00612,2,2,1,39.49951593126354,0
C00613,3,4,2,42.7633377599539,0
C00614,0,1,0,16.646393140278906,0
C00615,4,4,2,51.07221854761661,0
C00616,2,4,0,59.01256319599255,0
C00617,1,4,1,59.336854445229946,0
C00618,1,1,0,10.418580914523531,0
C00619,2,3,0,14.377519849955299,0
C00620,1,1,0,6.288257019974428,0
C00621,2,3,0,64.8993742147702,0
C00622,0,1,0,5.192134864012452,0
C00623,1,1,0,11.020525337713238,0
C00624,0,0,0,18.06992806506186,0
C00625,0,0,0,4.909209410795999,0
C00626,0,0,0,21.194157027298296,0
C00627,1,3,2,1.0,0
C00628,4,4,0,65.19861681399993,0
C00629,0,0,0,13.617491937014284,0
C00630,3,4,1,46.66476868523714,0
C00631,0,2,0,15.88270881419471,0
C00632,0,1,0,16.621226808008267,0
C00633,0,0,0,12.006218948125124,0
C00634,0,1,1,55.963163627641684,3
C00635,1,2,0,18.472976839977505,0
C00636,0,1,0,10.129816811114846,0
C00637,0,1,0,17.350225205354697,0
C00638,0,1,0,19.58395393252257,0
C00639,7,8,2,66.8569593751217,0
C00640,0,0,0,6.048412225068015,0
C00641,1,1,0,13.972289119775109,0
C00642,0,0,0,34.839744674415435,0
C00643,0,1,0,4.334200280999664,0
C00644,1,1,0,7.661424589184304,0
C00645,0,2,0,52.97333109278005,0
C00646,1,3,1,43.58138392516789,0
C00647,0,0,0,19.15676313279379,0
C00648,2,4,2,63.258123445345106,0
C00649,1,3,0,16.707512452936463,0
C00650,0,1,0,18.719751797025033,0
C00651,0,2,0,3.988298585859802,0
C00652,1,2,0,11.466738035273615,0
C00653,2,3,0,6.766109417208009,0
C00654,2,2,0,6.843148020529124,0
C00655,1,2,0,7.083968386239494,0
C00656,1,3,0,40.329417229681624,0
C00657,1,2,0,17.41428451870466,0
C00658,1,1,0,47.97194449622121,0
C00659,0,2,0,13.236209475726115,0
C00660,3,3,0,9.143335720302769,0
C00661,0,1,0,2.0548624302753637,0
C00662,0,3,0,22.342465159521822,0
C00663,2,4,0,10.151660157987308,0
C00664,0,0,0,4.265081495181132,0
C00665,1,1,1,11.623226499635777,2
C00666,1,3,0,19.876721060869613,0
C00667,1,4,0,19.807842104168213,0
C00668,3,4,0,4.626004038227352,0
C00669,0,0,0,4.3016023640132754,0
C00670,0,0,0,13.27723051032215,0
C00671,0,0,0,19.735107487532975,0
C00672,1,1,0,62.13232952627352,0
C00673,0,0,0,15.03623193696987,0
C00674,2,3,3,47.24376650768805,0
C00675,0,1,0,12.780213436267353,0
C00676,1,4,0,16.678254535648026,0
C00677,1,2,0,10.931677285317724,0
C00678,2,3,0,13.438178815038006,0
C00679,0,3,0,57.524596078194364,0
C00680,1,1,0,77.005293278946,0
C00681,0,2,0,9.818504585469967,0
C00682,0,1,0,6.490347824080885,0
C00683,2,3,1,19.311617812745755,0
C00684,0,0,0,9.853391299933321,0
C00685,0,0,0,7.450292268935524,0
C00686,3,3,2,38.1508264191203,3
C00687,8,11,1,31.971868461368803,0
C00688,2,3,0,1.0,0
C00689,1,2,0,16.106629247335896,0
C00690,0,0,0,20.79895195454434,0
C00691,0,1,0,6.716337980297257,0
C00692,0,3,0,36.194266270296396,0
C00693,0,0,0,15.069833549653277,0
C00694,1,2,0,16.665164502930644,0
C00695,1,5,0,15.544496229197032,0
C00696,6,9,0,47.661000485996325,0
C00697,0,1,0,8.278516685231647,0
C00698,1,2,1,24.52945192071337,0
C00699,1,2,0,56.233290305860464,0
